current_state,year,population,from,from_different_state_Total
Kansas,2016,2870529,Indiana,88830
Kentucky,2016,4385213,Indiana,113238
Louisiana,2016,4622042,Indiana,85371
Maine,2016,1319292,Indiana,38590
Maryland,2016,5949566,Indiana,158647
Massachusetts,2016,6745441,Indiana,149408
Michigan,2016,9813772,Indiana,155874
Minnesota,2016,5455904,Indiana,111307
Mississippi,2016,2951081,Indiana,64639
Missouri,2016,6022165,Indiana,162809
Montana,2016,1032794,Indiana,37775
Nebraska,2016,1882987,Indiana,51448
Nevada,2016,2907243,Indiana,117899
New Hampshire,2016,1322101,Indiana,52457
New Jersey,2016,8852286,Indiana,144359
New Mexico,2016,2057857,Indiana,64802
New York,2016,19526443,Indiana,260723
North Carolina,2016,10032407,Indiana,330896
North Dakota,2016,746271,Indiana,29655
Ohio,2016,11481752,Indiana,195396
Oklahoma,2016,3873232,Indiana,102000
Oregon,2016,4052221,Indiana,139334
Pennsylvania,2016,12645493,Indiana,252060
Rhode Island,2016,1045691,Indiana,32800
South Carolina,2016,4903788,Indiana,165230
South Dakota,2016,853832,Indiana,31789
Tennessee,2016,6580953,Indiana,170867
Texas,2016,27472626,Indiana,531996
Utah,2016,3002244,Indiana,107083
Vermont,2016,619387,Indiana,21262
Virginia,2016,8312297,Indiana,264164
Washington,2016,7202119,Indiana,257728
West Virginia,2016,1810709,Indiana,47196
Wisconsin,2016,5712104,Indiana,118814
Wyoming,2016,577567,Indiana,26471
Puerto Rico,2016,3384760,Indiana,21196
Alabama,2017,4819343,Indiana,111803
Alaska,2017,730874,Indiana,30199
Arizona,2017,6935358,Indiana,261727
Arkansas,2017,2968395,Indiana,79411
California,2017,39085984,Indiana,523131
Colorado,2017,5542282,Indiana,226933
Connecticut,2017,3556297,Indiana,83325
Delaware,2017,952449,Indiana,38532
District of Columbia ,2017,684810,Indiana,56231
Florida,2017,20772371,Indiana,566476
Georgia,2017,10299497,Indiana,278889
Hawaii,2017,1410750,Indiana,46457
Idaho,2017,1694182,Indiana,71899
Illinois,2017,12659328,Indiana,195092
Indiana,2017,6591598,Indiana,142290
Iowa,2017,3106880,Indiana,77072
Kansas,2017,2876925,Indiana,86154
Kentucky,2017,4404279,Indiana,103985
Louisiana,2017,4629962,Indiana,72836
Maine,2017,1322591,Indiana,34252
Maryland,2017,5988007,Indiana,165654
Massachusetts,2017,6789798,Indiana,146299
Michigan,2017,9851330,Indiana,148787
Minnesota,2017,5510902,Indiana,115623
Mississippi,2017,2946971,Indiana,73549
Missouri,2017,6039877,Indiana,164957
Montana,2017,1039170,Indiana,35456
Nebraska,2017,1894217,Indiana,52507
Nevada,2017,2963456,Indiana,133074
New Hampshire,2017,1330742,Indiana,52893
New Jersey,2017,8910191,Indiana,152106
New Mexico,2017,2062628,Indiana,57255
New York,2017,19638923,Indiana,285252
North Carolina,2017,10158556,Indiana,313834
North Dakota,2017,744641,Indiana,37315
Ohio,2017,11520109,Indiana,198929
Oklahoma,2017,3875922,Indiana,101961
Oregon,2017,4102048,Indiana,149513
Pennsylvania,2017,12674642,Indiana,250120
Rhode Island,2017,1048549,Indiana,36850
South Carolina,2017,4966211,Indiana,166573
South Dakota,2017,856726,Indiana,26106
Tennessee,2017,6642072,Indiana,191909
Texas,2017,27924632,Indiana,524511
Utah,2017,3056193,Indiana,99584
Vermont,2017,619089,Indiana,21868
Virginia,2017,8372522,Indiana,250490
Washington,2017,7318811,Indiana,260787
West Virginia,2017,1798306,Indiana,40007
Wisconsin,2017,5731549,Indiana,112519
Wyoming,2017,573483,Indiana,18511
Puerto Rico,2017,3313519,Indiana,20167
Alabama,2018,4832358,Indiana,109301
Alaska,2018,727164,Indiana,32099
Arizona,2018,7090137,Indiana,273714
Arkansas,2018,2975961,Indiana,73179
California,2018,39114889,Indiana,501023
Colorado,2018,5633029,Indiana,239153
Connecticut,2018,3538203,Indiana,84718
Delaware,2018,958770,Indiana,34451
District of Columbia ,2018,693798,Indiana,47555
Florida,2018,21092877,Indiana,587261
Georgia,2018,10410462,Indiana,274273
Hawaii,2018,1403653,Indiana,54074
Idaho,2018,1734756,Indiana,79765
Illinois,2018,12599244,Indiana,206620
Indiana,2018,6612948,Indiana,145256
Iowa,2018,3119306,Indiana,74199
Kansas,2018,2874208,Indiana,95748
Kentucky,2018,4414714,Indiana,110456
Louisiana,2018,4603081,Indiana,81355
Maine,2018,1324095,Indiana,34706
Maryland,2018,5974521,Indiana,163216
Massachusetts,2018,6834364,Indiana,144042
Michigan,2018,9891083,Indiana,139276
Minnesota,2018,5543490,Indiana,100270
Mississippi,2018,2955717,Indiana,68000
Missouri,2018,6053109,Indiana,152326
Montana,2018,1051757,Indiana,43375
Nebraska,2018,1905843,Indiana,54579
Nevada,2018,3003761,Indiana,127362
New Hampshire,2018,1344750,Indiana,48367
New Jersey,2018,8815804,Indiana,159846
New Mexico,2018,2072546,Indiana,60068
New York,2018,19329704,Indiana,254447
North Carolina,2018,10274540,Indiana,318681
North Dakota,2018,749825,Indiana,33735
Ohio,2018,11555163,Indiana,198026
Oklahoma,2018,3895983,Indiana,106943
Oregon,2018,4152756,Indiana,140627
Pennsylvania,2018,12674699,Indiana,253520
Rhode Island,2018,1047975,Indiana,32841
South Carolina,2018,5029034,Indiana,186505
South Dakota,2018,871271,Indiana,26775
Tennessee,2018,6692936,Indiana,209377
Texas,2018,28333482,Indiana,563945
Utah,2018,3114717,Indiana,100824
Vermont,2018,621681,Indiana,26306
Virginia,2018,8424340,Indiana,274003
Washington,2018,7453439,Indiana,260906
West Virginia,2018,1787630,Indiana,43841
Wisconsin,2018,5751525,Indiana,114613
Wyoming,2018,570867,Indiana,25734
Puerto Rico,2018,3173956,Indiana,20900
Alabama,2019,4849509,Indiana,104780
Alaska,2019,722063,Indiana,34031
Arizona,2019,7200620,Indiana,253295
Arkansas,2019,2989054,Indiana,59723
California,2019,39084048,Indiana,480204
Colorado,2019,5701658,Indiana,240600
Connecticut,2019,3531986,Indiana,90044
Delaware,2019,964817,Indiana,38014
District of Columbia ,2019,697556,Indiana,58879
Florida,2019,21269409,Indiana,601611
Georgia,2019,10499808,Indiana,284541
Hawaii,2019,1396819,Indiana,49708
Idaho,2019,1764327,Indiana,78730
Illinois,2019,12536539,Indiana,190627
Indiana,2019,6656971,Indiana,151443
Iowa,2019,3121385,Indiana,72651
Kansas,2019,2879518,Indiana,94648
Kentucky,2019,4421512,Indiana,100057
Louisiana,2019,4595111,Indiana,67640
Maine,2019,1331656,Indiana,36129
Maryland,2019,5979602,Indiana,141766
Massachusetts,2019,6828110,Indiana,144079
Michigan,2019,9880758,Indiana,132008
Minnesota,2019,5575235,Indiana,106920
Mississippi,2019,2943737,Indiana,61683
Missouri,2019,6069697,Indiana,152345
Montana,2019,1056994,Indiana,40862
Nebraska,2019,1910711,Indiana,46064
Nevada,2019,3048602,Indiana,132950
New Hampshire,2019,1350155,Indiana,50288
New Jersey,2019,8791672,Indiana,149260
New Mexico,2019,2073628,Indiana,55545
New York,2019,19240920,Indiana,254806
North Carolina,2019,10371906,Indiana,315215
North Dakota,2019,750501,Indiana,36668
Ohio,2019,11556037,Indiana,205542
Oklahoma,2019,3907258,Indiana,101844
Oregon,2019,4178578,Indiana,129921
Pennsylvania,2019,12670245,Indiana,267465
Rhode Island,2019,1050602,Indiana,34984
South Carolina,2019,5092727,Indiana,176008
South Dakota,2019,872708,Indiana,26934
Tennessee,2019,6754461,Indiana,196765
Texas,2019,28642658,Indiana,559661
Utah,2019,3162102,Indiana,95608
Vermont,2019,617560,Indiana,21212
Virginia,2019,8439982,Indiana,264855
Washington,2019,7527366,Indiana,231956
West Virginia,2019,1773280,Indiana,39548
Wisconsin,2019,5760481,Indiana,107973
Wyoming,2019,572884,Indiana,30247
Puerto Rico,2019,3175835,Indiana,31144
Alabama,2010,4729509,Iowa,108723
Alaska,2010,702974,Iowa,36326
Arizona,2010,6332786,Iowa,222725
Arkansas,2010,2888304,Iowa,79127
California,2010,36907897,Iowa,444749
Colorado,2010,4988190,Iowa,186366
Connecticut,2010,3541146,Iowa,77333
Delaware,2010,889812,Iowa,30759
District of Columbia ,2010,596747,Iowa,51244
Florida,2010,18647600,Iowa,482889
Georgia,2010,9587237,Iowa,249459
Hawaii,2010,1346274,Iowa,53581
Idaho,2010,1550967,Iowa,55638
Illinois,2010,12680126,Iowa,203959
Indiana,2010,6414862,Iowa,127353
Iowa,2010,3013053,Iowa,72557
Kansas,2010,2820894,Iowa,95059
Kentucky,2010,4296639,Iowa,118443
Louisiana,2010,4483529,Iowa,97889
Maine,2010,1313902,Iowa,27758
Maryland,2010,5716785,Iowa,164484
Massachusetts,2010,6489250,Iowa,140162
Michigan,2010,9762127,Iowa,116149
Minnesota,2010,5244256,Iowa,89872
Mississippi,2010,2931228,Iowa,72321
Missouri,2010,5920858,Iowa,145226
Montana,2010,978507,Iowa,35630
Nebraska,2010,1802697,Iowa,51290
Nevada,2010,2667364,Iowa,102677
New Hampshire,2010,1303865,Iowa,39367
New Jersey,2010,8709933,Iowa,127369
New Mexico,2010,2039549,Iowa,73605
New York,2010,19171916,Iowa,269427
North Carolina,2010,9443000,Iowa,263256
North Dakota,2010,665654,Iowa,30100
Ohio,2010,11405101,Iowa,172633
Oklahoma,2010,3716264,Iowa,106511
Oregon,2010,3794008,Iowa,116700
Pennsylvania,2010,12577555,Iowa,235580
Rhode Island,2010,1042240,Iowa,32059
South Carolina,2010,4577399,Iowa,152441
South Dakota,2010,805616,Iowa,25777
Tennessee,2010,6282706,Iowa,159778
Texas,2010,24899075,Iowa,486558
Utah,2010,2724064,Iowa,77780
Vermont,2010,619363,Iowa,22529
Virginia,2010,7930773,Iowa,259507
Washington,2010,6661321,Iowa,191784
West Virginia,2010,1833535,Iowa,39609
Wisconsin,2010,5623196,Iowa,93065
Wyoming,2010,556954,Iowa,28046
Puerto Rico,2010,3676493,Iowa,31732
Alabama,2011,4745278,Iowa,117726
Alaska,2011,711962,Iowa,35084
Arizona,2011,6402301,Iowa,222877
Arkansas,2011,2906632,Iowa,69845
California,2011,37222678,Iowa,468428
Colorado,2011,5048443,Iowa,202124
Connecticut,2011,3548667,Iowa,71502
Delaware,2011,897187,Iowa,33912
District of Columbia ,2011,611608,Iowa,48066
Florida,2011,18863948,Iowa,498597
Georgia,2011,9699859,Iowa,271077
Hawaii,2011,1357806,Iowa,57542
Idaho,2011,1559637,Iowa,60336
Illinois,2011,12718402,Iowa,216204
Indiana,2011,6437155,Iowa,127874
Iowa,2011,3027718,Iowa,70405
Kansas,2011,2833584,Iowa,83640
Kentucky,2011,4316297,Iowa,110031
Louisiana,2011,4518629,Iowa,99138
Maine,2011,1315833,Iowa,33818
Maryland,2011,5759087,Iowa,153979
Massachusetts,2011,6515057,Iowa,139830
Michigan,2011,9766574,Iowa,139158
Minnesota,2011,5277329,Iowa,101029
Mississippi,2011,2943021,Iowa,68511
Missouri,2011,5937896,Iowa,149439
Montana,2011,987076,Iowa,33553
Nebraska,2011,1817126,Iowa,52070
Nevada,2011,2688336,Iowa,110345
New Hampshire,2011,1305678,Iowa,37000
New Jersey,2011,8719952,Iowa,140194
New Mexico,2011,2055293,Iowa,62130
New York,2011,19248685,Iowa,282209
North Carolina,2011,9539412,Iowa,265291
North Dakota,2011,675161,Iowa,32510
Ohio,2011,11418944,Iowa,191778
Oklahoma,2011,3742698,Iowa,108878
Oregon,2011,3828714,Iowa,127906
Pennsylvania,2011,12610486,Iowa,234291
Rhode Island,2011,1040022,Iowa,26769
South Carolina,2011,4624180,Iowa,157644
South Dakota,2011,814175,Iowa,27506
Tennessee,2011,6333466,Iowa,170969
Texas,2011,25327104,Iowa,514726
Utah,2011,2769627,Iowa,85217
Vermont,2011,621354,Iowa,20463
Virginia,2011,7996552,Iowa,257130
Washington,2011,6748474,Iowa,208507
West Virginia,2011,1836614,Iowa,50068
Wisconsin,2011,5647213,Iowa,109439
Wyoming,2011,561389,Iowa,30651
Puerto Rico,2011,3669195,Iowa,22649
Alabama,2012,4764428,Iowa,104600
Alaska,2012,721186,Iowa,33415
Arizona,2012,6468907,Iowa,232457
Arkansas,2012,2912680,Iowa,76948
California,2012,37572738,Iowa,493641
Colorado,2012,5123944,Iowa,205060
Connecticut,2012,3555319,Iowa,80311
Delaware,2012,906576,Iowa,34757
District of Columbia ,2012,624847,Iowa,53830
Florida,2012,19114620,Iowa,537148
Georgia,2012,9796547,Iowa,277466
Hawaii,2012,1374852,Iowa,55145
Idaho,2012,1573036,Iowa,59283
Illinois,2012,12725119,Iowa,208755
Indiana,2012,6457067,Iowa,134137
Iowa,2012,3035469,Iowa,75760
Kansas,2012,2848708,Iowa,88284
Kentucky,2012,4328626,Iowa,112787
Louisiana,2012,4545914,Iowa,91215
Maine,2012,1315586,Iowa,27523
Maryland,2012,5816472,Iowa,154983
Massachusetts,2012,6580641,Iowa,142577
Michigan,2012,9778980,Iowa,133981
Minnesota,2012,5315228,Iowa,101042
Mississippi,2012,2947696,Iowa,73500
Missouri,2012,5951913,Iowa,162930
Montana,2012,995544,Iowa,37690
Nebraska,2012,1829420,Iowa,43266
Nevada,2012,2725280,Iowa,124285
New Hampshire,2012,1309203,Iowa,50484
New Jersey,2012,8772744,Iowa,130223
New Mexico,2012,2060595,Iowa,54693
New York,2012,19352153,Iowa,270053
North Carolina,2012,9640490,Iowa,273149
North Dakota,2012,689838,Iowa,38213
Ohio,2012,11414635,Iowa,196391
Oklahoma,2012,3762311,Iowa,108972
Oregon,2012,3857465,Iowa,118925
Pennsylvania,2012,12630082,Iowa,215500
Rhode Island,2012,1040527,Iowa,33446
South Carolina,2012,4668886,Iowa,156705
South Dakota,2012,821669,Iowa,26051
Tennessee,2012,6378278,Iowa,177098
Texas,2012,25711791,Iowa,507752
Utah,2012,2805440,Iowa,87870
Vermont,2012,620224,Iowa,24431
Virginia,2012,8085389,Iowa,250653
Washington,2012,6815763,Iowa,215494
West Virginia,2012,1837518,Iowa,47125
Wisconsin,2012,5660677,Iowa,99192
Wyoming,2012,569734,Iowa,31149
Puerto Rico,2012,3628402,Iowa,20044
Alabama,2013,4781296,Iowa,104102
Alaska,2013,725193,Iowa,34360
Arizona,2013,6543362,Iowa,236146
Arkansas,2013,2923642,Iowa,70621
California,2013,37873189,Iowa,485477
Colorado,2013,5206012,Iowa,206543
Connecticut,2013,3562959,Iowa,88351
Delaware,2013,914025,Iowa,36790
District of Columbia ,2013,636535,Iowa,46571
Florida,2013,19345059,Iowa,529406
Georgia,2013,9870319,Iowa,278972
Hawaii,2013,1387361,Iowa,58083
Idaho,2013,1592596,Iowa,61592
Illinois,2013,12740816,Iowa,223605
Indiana,2013,6492306,Iowa,133508
Iowa,2013,3053635,Iowa,75650
Kansas,2013,2854869,Iowa,89735
Kentucky,2013,4345186,Iowa,103207
Louisiana,2013,4568320,Iowa,91889
Maine,2013,1315753,Iowa,36780
Maryland,2013,5857213,Iowa,161525
Massachusetts,2013,6619999,Iowa,135150
Michigan,2013,9784094,Iowa,144091
Minnesota,2013,5353441,Iowa,104825
Mississippi,2013,2957797,Iowa,68588
Missouri,2013,5973448,Iowa,159936
Montana,2013,1003013,Iowa,40035
Nebraska,2013,1842900,Iowa,45854
Nevada,2013,2757365,Iowa,126583
New Hampshire,2013,1310978,Iowa,44867
New Jersey,2013,8803679,Iowa,136907
New Mexico,2013,2059689,Iowa,56808
New York,2013,19431954,Iowa,272066
North Carolina,2013,9737365,Iowa,275922
North Dakota,2013,714804,Iowa,38908
Ohio,2013,11439593,Iowa,185749
Oklahoma,2013,3801521,Iowa,109255
Oregon,2013,3888216,Iowa,143841
Pennsylvania,2013,12639493,Iowa,224280
Rhode Island,2013,1040986,Iowa,34108
South Carolina,2013,4720602,Iowa,166047
South Dakota,2013,832703,Iowa,30042
Tennessee,2013,6419226,Iowa,186525
Texas,2013,26087349,Iowa,548034
Utah,2013,2854667,Iowa,97869
Vermont,2013,621256,Iowa,23180
Virginia,2013,8163664,Iowa,266348
Washington,2013,6888552,Iowa,208215
West Virginia,2013,1837863,Iowa,51957
Wisconsin,2013,5681024,Iowa,100846
Wyoming,2013,575933,Iowa,27584
Puerto Rico,2013,3579220,Iowa,24652
Alabama,2014,4791931,Iowa,107919
Alaska,2014,725206,Iowa,37842
Arizona,2014,6651964,Iowa,249730
Arkansas,2014,2931123,Iowa,74741
California,2014,38340324,Iowa,513968
Colorado,2014,5293943,Iowa,218728
Connecticut,2014,3558915,Iowa,82746
Delaware,2014,924770,Iowa,32166
District of Columbia ,2014,648586,Iowa,56234
Florida,2014,19683763,Iowa,546501
Georgia,2014,9970167,Iowa,274095
Hawaii,2014,1401004,Iowa,58144
Idaho,2014,1613068,Iowa,64633
Illinois,2014,12730206,Iowa,209536
Indiana,2014,6516181,Iowa,139846
Iowa,2014,3067872,Iowa,79194
Kansas,2014,2866584,Iowa,96467
Kentucky,2014,4357819,Iowa,104975
Louisiana,2014,4593505,Iowa,97814
Maine,2014,1317638,Iowa,39065
Maryland,2014,5911235,Iowa,156787
Massachusetts,2014,6674907,Iowa,146622
Michigan,2014,9795659,Iowa,149991
Minnesota,2014,5385219,Iowa,106783
Mississippi,2014,2957658,Iowa,73927
Missouri,2014,5992195,Iowa,153320
Montana,2014,1012169,Iowa,37561
Nebraska,2014,1855356,Iowa,52200
Nevada,2014,2806170,Iowa,130390
New Hampshire,2014,1314735,Iowa,41393
New Jersey,2014,8840346,Iowa,128911
New Mexico,2014,2060189,Iowa,68917
New York,2014,19528220,Iowa,258571
North Carolina,2014,9832152,Iowa,286533
North Dakota,2014,729874,Iowa,39059
Ohio,2014,11464891,Iowa,196742
Oklahoma,2014,3827288,Iowa,111346
Oregon,2014,3927857,Iowa,137008
Pennsylvania,2014,12645888,Iowa,232889
Rhode Island,2014,1045791,Iowa,32621
South Carolina,2014,4780659,Iowa,171969
South Dakota,2014,842076,Iowa,28198
Tennessee,2014,6471445,Iowa,182130
Texas,2014,26588600,Iowa,538572
Utah,2014,2894001,Iowa,90234
Vermont,2014,620898,Iowa,22635
Virginia,2014,8224054,Iowa,262477
Washington,2014,6979369,Iowa,220259
West Virginia,2014,1831414,Iowa,47957
Wisconsin,2014,5692727,Iowa,117831
Wyoming,2014,577782,Iowa,25992
Puerto Rico,2014,3511186,Iowa,19771
Alabama,2015,4801599,Iowa,114876
Alaska,2015,727862,Iowa,34696
Arizona,2015,6747595,Iowa,253281
Arkansas,2015,2938341,Iowa,81594
California,2015,38675135,Iowa,514477
Colorado,2015,5393067,Iowa,227445
Connecticut,2015,3554844,Iowa,76997
Delaware,2015,935813,Iowa,44495
District of Columbia ,2015,663006,Iowa,59905
Florida,2015,20068392,Iowa,584938
Georgia,2015,10088525,Iowa,283325
Hawaii,2015,1414355,Iowa,53742
Idaho,2015,1635366,Iowa,73809
Illinois,2015,12706393,Iowa,209828
Indiana,2015,6540691,Iowa,147529
Iowa,2015,3081446,Iowa,85937
Kansas,2015,2875640,Iowa,91340
Kentucky,2015,4373403,Iowa,106918
Louisiana,2015,4612024,Iowa,93321
Maine,2015,1317444,Iowa,30123
Maryland,2015,5934005,Iowa,168894
Massachusetts,2015,6725678,Iowa,132642
Michigan,2015,9811416,Iowa,142639
Minnesota,2015,5419822,Iowa,108476
Mississippi,2015,2959289,Iowa,69351
Missouri,2015,6015580,Iowa,159152
Montana,2015,1019646,Iowa,42760
Nebraska,2015,1869217,Iowa,52950
Nevada,2015,2859489,Iowa,135999
New Hampshire,2015,1318121,Iowa,53446
New Jersey,2015,8854363,Iowa,144074
New Mexico,2015,2060441,Iowa,55753
New York,2015,19570171,Iowa,257611
North Carolina,2015,9927547,Iowa,310612
North Dakota,2015,745291,Iowa,42618
Ohio,2015,11482142,Iowa,203475
Oklahoma,2015,3864908,Iowa,110878
Oregon,2015,3985712,Iowa,141162
Pennsylvania,2015,12662192,Iowa,232683
Rhode Island,2015,1045062,Iowa,38344
South Carolina,2015,4839984,Iowa,170366
South Dakota,2015,848285,Iowa,26962
Tennessee,2015,6522259,Iowa,195923
Texas,2015,27092848,Iowa,553032
Utah,2015,2947423,Iowa,97361
Vermont,2015,619952,Iowa,21232
Virginia,2015,8283737,Iowa,277715
Washington,2015,7089143,Iowa,230907
West Virginia,2015,1823753,Iowa,42078
Wisconsin,2015,5708201,Iowa,106511
Wyoming,2015,579102,Iowa,35947
Puerto Rico,2015,3443445,Iowa,24762
Alabama,2016,4810126,Iowa,122220
Alaska,2016,731760,Iowa,31300
Arizona,2016,6851836,Iowa,273257
Arkansas,2016,2949650,Iowa,71083
California,2016,38783436,Iowa,514758
Colorado,2016,5476928,Iowa,223260
Connecticut,2016,3541758,Iowa,75586
Delaware,2016,942073,Iowa,33400
District of Columbia ,2016,672022,Iowa,58154
Florida,2016,20401575,Iowa,605018
Georgia,2016,10179860,Iowa,305040
Hawaii,2016,1410258,Iowa,57229
Idaho,2016,1663756,Iowa,71556
Illinois,2016,12654142,Iowa,203713
Indiana,2016,6554084,Iowa,145782
Iowa,2016,3097283,Iowa,78263
Kansas,2016,2870529,Iowa,88830
Kentucky,2016,4385213,Iowa,113238
Louisiana,2016,4622042,Iowa,85371
Maine,2016,1319292,Iowa,38590
Maryland,2016,5949566,Iowa,158647
Massachusetts,2016,6745441,Iowa,149408
Michigan,2016,9813772,Iowa,155874
Minnesota,2016,5455904,Iowa,111307
Mississippi,2016,2951081,Iowa,64639
Missouri,2016,6022165,Iowa,162809
Montana,2016,1032794,Iowa,37775
Nebraska,2016,1882987,Iowa,51448
Nevada,2016,2907243,Iowa,117899
New Hampshire,2016,1322101,Iowa,52457
New Jersey,2016,8852286,Iowa,144359
New Mexico,2016,2057857,Iowa,64802
New York,2016,19526443,Iowa,260723
North Carolina,2016,10032407,Iowa,330896
North Dakota,2016,746271,Iowa,29655
