current_state,year,population,from,number_of_people,from_different_state_Total
Pennsylvania,2011,12610486,Arkansas,582,234291
Pennsylvania,2011,12610486,California,10672,234291
Pennsylvania,2011,12610486,Colorado,2491,234291
Pennsylvania,2011,12610486,Connecticut,4150,234291
Pennsylvania,2011,12610486,Delaware,5177,234291
Pennsylvania,2011,12610486,District of Columbia ,1401,234291
Pennsylvania,2011,12610486,Florida,19299,234291
Pennsylvania,2011,12610486,Georgia,4627,234291
Pennsylvania,2011,12610486,Hawaii,495,234291
Pennsylvania,2011,12610486,Idaho,236,234291
Pennsylvania,2011,12610486,Illinois,3902,234291
Pennsylvania,2011,12610486,Indiana,4086,234291
Pennsylvania,2011,12610486,Iowa,1176,234291
Pennsylvania,2011,12610486,Kansas,2323,234291
Pennsylvania,2011,12610486,Kentucky,4013,234291
Pennsylvania,2011,12610486,Louisiana,615,234291
Pennsylvania,2011,12610486,Maine,608,234291
Pennsylvania,2011,12610486,Maryland,17751,234291
Pennsylvania,2011,12610486,Massachusetts,6284,234291
Pennsylvania,2011,12610486,Michigan,4406,234291
Pennsylvania,2011,12610486,Minnesota,853,234291
Pennsylvania,2011,12610486,Mississippi,1238,234291
Pennsylvania,2011,12610486,Missouri,1761,234291
Pennsylvania,2011,12610486,Montana,338,234291
Pennsylvania,2011,12610486,Nebraska,582,234291
Pennsylvania,2011,12610486,Nevada,1057,234291
Pennsylvania,2011,12610486,New Hampshire,1326,234291
Pennsylvania,2011,12610486,New Jersey,36133,234291
Pennsylvania,2011,12610486,New Mexico,325,234291
Pennsylvania,2011,12610486,New York,29436,234291
Pennsylvania,2011,12610486,North Carolina,11254,234291
Pennsylvania,2011,12610486,North Dakota,195,234291
Pennsylvania,2011,12610486,Ohio,13075,234291
Pennsylvania,2011,12610486,Oklahoma,283,234291
Pennsylvania,2011,12610486,Oregon,1594,234291
Pennsylvania,2011,12610486,Pennsylvania,0,234291
Pennsylvania,2011,12610486,Rhode Island,799,234291
Pennsylvania,2011,12610486,South Carolina,3438,234291
Pennsylvania,2011,12610486,South Dakota,142,234291
Pennsylvania,2011,12610486,Tennessee,3742,234291
Pennsylvania,2011,12610486,Texas,7006,234291
Pennsylvania,2011,12610486,Utah,1246,234291
Pennsylvania,2011,12610486,Vermont,446,234291
Pennsylvania,2011,12610486,Virginia,8419,234291
Pennsylvania,2011,12610486,Washington,3688,234291
Pennsylvania,2011,12610486,West Virginia,4631,234291
Pennsylvania,2011,12610486,Wisconsin,2426,234291
Pennsylvania,2011,12610486,Wyoming,195,234291
Pennsylvania,2011,12610486,abroad_PuertoRico,2723,234291
Pennsylvania,2011,12610486,abroad_USIslandArea,166,234291
Pennsylvania,2011,12610486,abroad_ForeignCountry,49665,234291
Puerto Rico,2011,3669195,Alabama,35,22649
Puerto Rico,2011,3669195,Alaska,378,22649
Puerto Rico,2011,3669195,Arizona,229,22649
Puerto Rico,2011,3669195,Arkansas,0,22649
Puerto Rico,2011,3669195,California,207,22649
Puerto Rico,2011,3669195,Colorado,0,22649
Puerto Rico,2011,3669195,Connecticut,1849,22649
Puerto Rico,2011,3669195,Delaware,13,22649
Puerto Rico,2011,3669195,District of Columbia ,212,22649
Puerto Rico,2011,3669195,Florida,6614,22649
Puerto Rico,2011,3669195,Georgia,247,22649
Puerto Rico,2011,3669195,Hawaii,0,22649
Puerto Rico,2011,3669195,Idaho,13,22649
Puerto Rico,2011,3669195,Illinois,624,22649
Puerto Rico,2011,3669195,Indiana,784,22649
Puerto Rico,2011,3669195,Iowa,0,22649
Puerto Rico,2011,3669195,Kansas,38,22649
Puerto Rico,2011,3669195,Kentucky,0,22649
Puerto Rico,2011,3669195,Louisiana,0,22649
Puerto Rico,2011,3669195,Maine,0,22649
Puerto Rico,2011,3669195,Maryland,70,22649
Puerto Rico,2011,3669195,Massachusetts,1412,22649
Puerto Rico,2011,3669195,Michigan,88,22649
Puerto Rico,2011,3669195,Minnesota,0,22649
Puerto Rico,2011,3669195,Mississippi,27,22649
Puerto Rico,2011,3669195,Missouri,101,22649
Puerto Rico,2011,3669195,Montana,0,22649
Puerto Rico,2011,3669195,Nebraska,0,22649
Puerto Rico,2011,3669195,Nevada,0,22649
Puerto Rico,2011,3669195,New Hampshire,0,22649
Puerto Rico,2011,3669195,New Jersey,2150,22649
Puerto Rico,2011,3669195,New Mexico,51,22649
Puerto Rico,2011,3669195,New York,2615,22649
Puerto Rico,2011,3669195,North Carolina,200,22649
Puerto Rico,2011,3669195,North Dakota,0,22649
Puerto Rico,2011,3669195,Ohio,0,22649
Puerto Rico,2011,3669195,Oklahoma,79,22649
Puerto Rico,2011,3669195,Oregon,0,22649
Puerto Rico,2011,3669195,Pennsylvania,1978,22649
Puerto Rico,2011,3669195,Rhode Island,490,22649
Puerto Rico,2011,3669195,South Carolina,3,22649
Puerto Rico,2011,3669195,South Dakota,113,22649
Puerto Rico,2011,3669195,Tennessee,224,22649
Puerto Rico,2011,3669195,Texas,444,22649
Puerto Rico,2011,3669195,Utah,0,22649
Puerto Rico,2011,3669195,Vermont,0,22649
Puerto Rico,2011,3669195,Virginia,1077,22649
Puerto Rico,2011,3669195,Washington,41,22649
Puerto Rico,2011,3669195,West Virginia,14,22649
Puerto Rico,2011,3669195,Wisconsin,229,22649
Puerto Rico,2011,3669195,Wyoming,0,22649
Puerto Rico,2011,3669195,abroad_PuertoRico,0,22649
Puerto Rico,2011,3669195,abroad_USIslandArea,0,22649
Puerto Rico,2011,3669195,abroad_ForeignCountry,4681,22649
Rhode Island,2011,1040022,Alabama,0,26769
Rhode Island,2011,1040022,Alaska,0,26769
Rhode Island,2011,1040022,Arizona,214,26769
Rhode Island,2011,1040022,Arkansas,0,26769
Rhode Island,2011,1040022,California,1949,26769
Rhode Island,2011,1040022,Colorado,301,26769
Rhode Island,2011,1040022,Connecticut,2613,26769
Rhode Island,2011,1040022,Delaware,0,26769
Rhode Island,2011,1040022,District of Columbia ,0,26769
Rhode Island,2011,1040022,Florida,2230,26769
Rhode Island,2011,1040022,Georgia,476,26769
Rhode Island,2011,1040022,Hawaii,0,26769
Rhode Island,2011,1040022,Idaho,107,26769
Rhode Island,2011,1040022,Illinois,373,26769
Rhode Island,2011,1040022,Indiana,41,26769
Rhode Island,2011,1040022,Iowa,82,26769
Rhode Island,2011,1040022,Kansas,374,26769
Rhode Island,2011,1040022,Kentucky,211,26769
Rhode Island,2011,1040022,Louisiana,121,26769
Rhode Island,2011,1040022,Maine,228,26769
Rhode Island,2011,1040022,Maryland,472,26769
Rhode Island,2011,1040022,Massachusetts,7715,26769
Rhode Island,2011,1040022,Michigan,178,26769
Rhode Island,2011,1040022,Minnesota,27,26769
Rhode Island,2011,1040022,Mississippi,0,26769
Rhode Island,2011,1040022,Missouri,109,26769
Rhode Island,2011,1040022,Montana,0,26769
Rhode Island,2011,1040022,Nebraska,0,26769
Rhode Island,2011,1040022,Nevada,0,26769
Rhode Island,2011,1040022,New Hampshire,941,26769
Rhode Island,2011,1040022,New Jersey,1224,26769
Rhode Island,2011,1040022,New Mexico,93,26769
Rhode Island,2011,1040022,New York,2776,26769
Rhode Island,2011,1040022,North Carolina,259,26769
Rhode Island,2011,1040022,North Dakota,0,26769
Rhode Island,2011,1040022,Ohio,60,26769
Rhode Island,2011,1040022,Oklahoma,0,26769
Rhode Island,2011,1040022,Oregon,57,26769
Rhode Island,2011,1040022,Pennsylvania,1125,26769
Rhode Island,2011,1040022,Rhode Island,0,26769
Rhode Island,2011,1040022,South Carolina,223,26769
Rhode Island,2011,1040022,South Dakota,0,26769
Rhode Island,2011,1040022,Tennessee,210,26769
Rhode Island,2011,1040022,Texas,207,26769
Rhode Island,2011,1040022,Utah,181,26769
Rhode Island,2011,1040022,Vermont,621,26769
Rhode Island,2011,1040022,Virginia,485,26769
Rhode Island,2011,1040022,Washington,262,26769
Rhode Island,2011,1040022,West Virginia,199,26769
Rhode Island,2011,1040022,Wisconsin,2,26769
Rhode Island,2011,1040022,Wyoming,23,26769
Rhode Island,2011,1040022,abroad_PuertoRico,293,26769
Rhode Island,2011,1040022,abroad_USIslandArea,249,26769
Rhode Island,2011,1040022,abroad_ForeignCountry,7236,26769
South Carolina,2011,4624180,Alabama,2999,157644
South Carolina,2011,4624180,Alaska,2421,157644
South Carolina,2011,4624180,Arizona,1971,157644
South Carolina,2011,4624180,Arkansas,1333,157644
South Carolina,2011,4624180,California,6592,157644
South Carolina,2011,4624180,Colorado,1000,157644
South Carolina,2011,4624180,Connecticut,1752,157644
South Carolina,2011,4624180,Delaware,841,157644
South Carolina,2011,4624180,District of Columbia ,589,157644
South Carolina,2011,4624180,Florida,15476,157644
South Carolina,2011,4624180,Georgia,16355,157644
South Carolina,2011,4624180,Hawaii,712,157644
South Carolina,2011,4624180,Idaho,55,157644
South Carolina,2011,4624180,Illinois,2371,157644
South Carolina,2011,4624180,Indiana,3249,157644
South Carolina,2011,4624180,Iowa,1379,157644
South Carolina,2011,4624180,Kansas,1885,157644
South Carolina,2011,4624180,Kentucky,2454,157644
South Carolina,2011,4624180,Louisiana,878,157644
South Carolina,2011,4624180,Maine,652,157644
South Carolina,2011,4624180,Maryland,3807,157644
South Carolina,2011,4624180,Massachusetts,730,157644
South Carolina,2011,4624180,Michigan,4483,157644
South Carolina,2011,4624180,Minnesota,471,157644
South Carolina,2011,4624180,Mississippi,2163,157644
South Carolina,2011,4624180,Missouri,1522,157644
South Carolina,2011,4624180,Montana,915,157644
South Carolina,2011,4624180,Nebraska,204,157644
South Carolina,2011,4624180,Nevada,1017,157644
South Carolina,2011,4624180,New Hampshire,372,157644
South Carolina,2011,4624180,New Jersey,4241,157644
South Carolina,2011,4624180,New Mexico,598,157644
South Carolina,2011,4624180,New York,11317,157644
South Carolina,2011,4624180,North Carolina,23102,157644
South Carolina,2011,4624180,North Dakota,271,157644
South Carolina,2011,4624180,Ohio,6327,157644
South Carolina,2011,4624180,Oklahoma,1008,157644
South Carolina,2011,4624180,Oregon,833,157644
South Carolina,2011,4624180,Pennsylvania,3523,157644
South Carolina,2011,4624180,Rhode Island,453,157644
South Carolina,2011,4624180,South Carolina,0,157644
South Carolina,2011,4624180,South Dakota,62,157644
South Carolina,2011,4624180,Tennessee,3324,157644
South Carolina,2011,4624180,Texas,8623,157644
South Carolina,2011,4624180,Utah,181,157644
South Carolina,2011,4624180,Vermont,91,157644
South Carolina,2011,4624180,Virginia,7879,157644
South Carolina,2011,4624180,Washington,2510,157644
South Carolina,2011,4624180,West Virginia,1680,157644
South Carolina,2011,4624180,Wisconsin,341,157644
South Carolina,2011,4624180,Wyoming,632,157644
South Carolina,2011,4624180,abroad_PuertoRico,2166,157644
South Carolina,2011,4624180,abroad_USIslandArea,203,157644
South Carolina,2011,4624180,abroad_ForeignCountry,17796,157644
South Dakota,2011,814175,Alabama,0,27506
South Dakota,2011,814175,Alaska,554,27506
South Dakota,2011,814175,Arizona,1422,27506
South Dakota,2011,814175,Arkansas,659,27506
South Dakota,2011,814175,California,1286,27506
South Dakota,2011,814175,Colorado,1021,27506
South Dakota,2011,814175,Connecticut,0,27506
South Dakota,2011,814175,Delaware,0,27506
South Dakota,2011,814175,District of Columbia ,0,27506
South Dakota,2011,814175,Florida,101,27506
South Dakota,2011,814175,Georgia,69,27506
South Dakota,2011,814175,Hawaii,0,27506
South Dakota,2011,814175,Idaho,186,27506
South Dakota,2011,814175,Illinois,267,27506
South Dakota,2011,814175,Indiana,285,27506
South Dakota,2011,814175,Iowa,4772,27506
South Dakota,2011,814175,Kansas,144,27506
South Dakota,2011,814175,Kentucky,211,27506
South Dakota,2011,814175,Louisiana,0,27506
South Dakota,2011,814175,Maine,0,27506
South Dakota,2011,814175,Maryland,254,27506
South Dakota,2011,814175,Massachusetts,113,27506
South Dakota,2011,814175,Michigan,239,27506
South Dakota,2011,814175,Minnesota,5342,27506
South Dakota,2011,814175,Mississippi,129,27506
South Dakota,2011,814175,Missouri,354,27506
South Dakota,2011,814175,Montana,232,27506
South Dakota,2011,814175,Nebraska,1695,27506
South Dakota,2011,814175,Nevada,110,27506
South Dakota,2011,814175,New Hampshire,0,27506
South Dakota,2011,814175,New Jersey,441,27506
South Dakota,2011,814175,New Mexico,513,27506
South Dakota,2011,814175,New York,6,27506
South Dakota,2011,814175,North Carolina,166,27506
South Dakota,2011,814175,North Dakota,2060,27506
South Dakota,2011,814175,Ohio,84,27506
South Dakota,2011,814175,Oklahoma,40,27506
South Dakota,2011,814175,Oregon,15,27506
South Dakota,2011,814175,Pennsylvania,57,27506
South Dakota,2011,814175,Rhode Island,7,27506
South Dakota,2011,814175,South Carolina,529,27506
South Dakota,2011,814175,South Dakota,0,27506
South Dakota,2011,814175,Tennessee,0,27506
South Dakota,2011,814175,Texas,1156,27506
South Dakota,2011,814175,Utah,560,27506
South Dakota,2011,814175,Vermont,0,27506
South Dakota,2011,814175,Virginia,79,27506
South Dakota,2011,814175,Washington,557,27506
South Dakota,2011,814175,West Virginia,0,27506
South Dakota,2011,814175,Wisconsin,481,27506
South Dakota,2011,814175,Wyoming,1310,27506
South Dakota,2011,814175,abroad_PuertoRico,0,27506
South Dakota,2011,814175,abroad_USIslandArea,0,27506
South Dakota,2011,814175,abroad_ForeignCountry,3578,27506
Tennessee,2011,6333466,Alabama,9326,170969
Tennessee,2011,6333466,Alaska,531,170969
Tennessee,2011,6333466,Arizona,1346,170969
Tennessee,2011,6333466,Arkansas,7393,170969
Tennessee,2011,6333466,California,7130,170969
Tennessee,2011,6333466,Colorado,1372,170969
Tennessee,2011,6333466,Connecticut,150,170969
Tennessee,2011,6333466,Delaware,155,170969
Tennessee,2011,6333466,District of Columbia ,307,170969
Tennessee,2011,6333466,Florida,15491,170969
Tennessee,2011,6333466,Georgia,17507,170969
Tennessee,2011,6333466,Hawaii,179,170969
Tennessee,2011,6333466,Idaho,0,170969
Tennessee,2011,6333466,Illinois,8593,170969
Tennessee,2011,6333466,Indiana,5645,170969
Tennessee,2011,6333466,Iowa,387,170969
Tennessee,2011,6333466,Kansas,1805,170969
Tennessee,2011,6333466,Kentucky,13884,170969
Tennessee,2011,6333466,Louisiana,1901,170969
Tennessee,2011,6333466,Maine,9,170969
Tennessee,2011,6333466,Maryland,1135,170969
Tennessee,2011,6333466,Massachusetts,1690,170969
Tennessee,2011,6333466,Michigan,5983,170969
Tennessee,2011,6333466,Minnesota,445,170969
Tennessee,2011,6333466,Mississippi,9172,170969
Tennessee,2011,6333466,Missouri,3795,170969
Tennessee,2011,6333466,Montana,43,170969
Tennessee,2011,6333466,Nebraska,631,170969
Tennessee,2011,6333466,Nevada,883,170969
Tennessee,2011,6333466,New Hampshire,132,170969
Tennessee,2011,6333466,New Jersey,1396,170969
Tennessee,2011,6333466,New Mexico,381,170969
Tennessee,2011,6333466,New York,4921,170969
Tennessee,2011,6333466,North Carolina,9353,170969
Tennessee,2011,6333466,North Dakota,50,170969
Tennessee,2011,6333466,Ohio,5944,170969
Tennessee,2011,6333466,Oklahoma,3166,170969
Tennessee,2011,6333466,Oregon,726,170969
Tennessee,2011,6333466,Pennsylvania,3360,170969
Tennessee,2011,6333466,Rhode Island,14,170969
Tennessee,2011,6333466,South Carolina,5531,170969
Tennessee,2011,6333466,South Dakota,181,170969
Tennessee,2011,6333466,Tennessee,0,170969
Tennessee,2011,6333466,Texas,7009,170969
Tennessee,2011,6333466,Utah,200,170969
Tennessee,2011,6333466,Vermont,38,170969
Tennessee,2011,6333466,Virginia,6098,170969
Tennessee,2011,6333466,Washington,2852,170969
Tennessee,2011,6333466,West Virginia,1385,170969
Tennessee,2011,6333466,Wisconsin,1213,170969
Tennessee,2011,6333466,Wyoming,131,170969
Tennessee,2011,6333466,abroad_PuertoRico,1083,170969
Tennessee,2011,6333466,abroad_USIslandArea,59,170969
Tennessee,2011,6333466,abroad_ForeignCountry,23821,170969
Texas,2011,25327104,Alabama,8747,514726
Texas,2011,25327104,Alaska,6670,514726
Texas,2011,25327104,Arizona,20073,514726
Texas,2011,25327104,Arkansas,16461,514726
Texas,2011,25327104,California,58992,514726
Texas,2011,25327104,Colorado,19126,514726
Texas,2011,25327104,Connecticut,2927,514726
Texas,2011,25327104,Delaware,884,514726
Texas,2011,25327104,District of Columbia ,2276,514726
Texas,2011,25327104,Florida,35777,514726
Texas,2011,25327104,Georgia,17401,514726
Texas,2011,25327104,Hawaii,6106,514726
Texas,2011,25327104,Idaho,4379,514726
Texas,2011,25327104,Illinois,15064,514726
Texas,2011,25327104,Indiana,10265,514726
Texas,2011,25327104,Iowa,3236,514726
Texas,2011,25327104,Kansas,12766,514726
Texas,2011,25327104,Kentucky,6616,514726
Texas,2011,25327104,Louisiana,25513,514726
Texas,2011,25327104,Maine,1357,514726
Texas,2011,25327104,Maryland,9443,514726
Texas,2011,25327104,Massachusetts,5035,514726
Texas,2011,25327104,Michigan,15654,514726
Texas,2011,25327104,Minnesota,7691,514726
Texas,2011,25327104,Mississippi,6048,514726
Texas,2011,25327104,Missouri,13473,514726
Texas,2011,25327104,Montana,537,514726
Texas,2011,25327104,Nebraska,3837,514726
Texas,2011,25327104,Nevada,7793,514726
Texas,2011,25327104,New Hampshire,459,514726
Texas,2011,25327104,New Jersey,7578,514726
Texas,2011,25327104,New Mexico,15225,514726
Texas,2011,25327104,New York,26155,514726
Texas,2011,25327104,North Carolina,14956,514726
Texas,2011,25327104,North Dakota,809,514726
Texas,2011,25327104,Ohio,12315,514726
Texas,2011,25327104,Oklahoma,19302,514726
Texas,2011,25327104,Oregon,3743,514726
Texas,2011,25327104,Pennsylvania,9107,514726
Texas,2011,25327104,Rhode Island,1297,514726
Texas,2011,25327104,South Carolina,4075,514726
Texas,2011,25327104,South Dakota,1486,514726
Texas,2011,25327104,Tennessee,10788,514726
Texas,2011,25327104,Texas,0,514726
Texas,2011,25327104,Utah,5234,514726
Texas,2011,25327104,Vermont,349,514726
Texas,2011,25327104,Virginia,13231,514726
Texas,2011,25327104,Washington,15325,514726
Texas,2011,25327104,West Virginia,663,514726
Texas,2011,25327104,Wisconsin,5982,514726
Texas,2011,25327104,Wyoming,2500,514726
Texas,2011,25327104,abroad_PuertoRico,5225,514726
Texas,2011,25327104,abroad_USIslandArea,710,514726
Texas,2011,25327104,abroad_ForeignCountry,173328,514726
Utah,2011,2769627,Alabama,486,85217
Utah,2011,2769627,Alaska,2151,85217
Utah,2011,2769627,Arizona,6585,85217
Utah,2011,2769627,Arkansas,422,85217
Utah,2011,2769627,California,18237,85217
Utah,2011,2769627,Colorado,3986,85217
Utah,2011,2769627,Connecticut,562,85217
Utah,2011,2769627,Delaware,0,85217
Utah,2011,2769627,District of Columbia ,132,85217
Utah,2011,2769627,Florida,1643,85217
Utah,2011,2769627,Georgia,1052,85217
Utah,2011,2769627,Hawaii,1701,85217
Utah,2011,2769627,Idaho,7538,85217
Utah,2011,2769627,Illinois,1447,85217
Utah,2011,2769627,Indiana,545,85217
Utah,2011,2769627,Iowa,290,85217
Utah,2011,2769627,Kansas,1146,85217
Utah,2011,2769627,Kentucky,611,85217
Utah,2011,2769627,Louisiana,494,85217
Utah,2011,2769627,Maine,0,85217
Utah,2011,2769627,Maryland,342,85217
Utah,2011,2769627,Massachusetts,959,85217
Utah,2011,2769627,Michigan,1099,85217
Utah,2011,2769627,Minnesota,939,85217
Utah,2011,2769627,Mississippi,143,85217
Utah,2011,2769627,Missouri,511,85217
Utah,2011,2769627,Montana,1241,85217
Utah,2011,2769627,Nebraska,195,85217
Utah,2011,2769627,Nevada,4315,85217
Utah,2011,2769627,New Hampshire,34,85217
Utah,2011,2769627,New Jersey,506,85217
Utah,2011,2769627,New Mexico,1707,85217
Utah,2011,2769627,New York,1937,85217
Utah,2011,2769627,North Carolina,1653,85217
Utah,2011,2769627,North Dakota,2,85217
Utah,2011,2769627,Ohio,2584,85217
Utah,2011,2769627,Oklahoma,150,85217
Utah,2011,2769627,Oregon,2037,85217
Utah,2011,2769627,Pennsylvania,1496,85217
Utah,2011,2769627,Rhode Island,0,85217
Utah,2011,2769627,South Carolina,309,85217
Utah,2011,2769627,South Dakota,128,85217
Utah,2011,2769627,Tennessee,549,85217
Utah,2011,2769627,Texas,4507,85217
Utah,2011,2769627,Utah,0,85217
Utah,2011,2769627,Vermont,122,85217
Utah,2011,2769627,Virginia,2413,85217
