state,year,median_sale_price,homes_sold
North Carolina,2017-09-01,228200,9349
Arizona,2013-06-01,140400,752
South Dakota,2014-01-01,157600,166
Nebraska,2020-02-01,125400,28
Utah,2018-06-01,262700,563
Delaware,2012-12-01,132500,104
Massachusetts,2018-03-01,404800,4943
Texas,2015-04-01,156900,1010
Georgia,2014-06-01,162200,885
Illinois,2018-07-01,230500,10584
Oregon,2021-10-01,476000,6385
Arizona,2020-01-01,302200,6626
Kansas,2017-10-01,150600,85
Nevada,2020-04-01,164200,271
Connecticut,2020-05-01,242800,170
Indiana,2016-03-01,125300,224
Arkansas,2015-09-01,140500,13
Alabama,2020-10-01,231900,4379
Ohio,2020-12-01,187900,13180
Wisconsin,2017-04-01,168500,74
Oregon,2012-05-01,178500,255
Columbia,2013-08-01,455000,810
Oregon,2019-03-01,349900,4316
Oklahoma,2020-07-01,144300,38
Massachusetts,2016-11-01,378900,6834
Kansas,2012-02-01,126900,1101
Washington,2016-05-01,348500,10913
Maine,2015-02-01,300100,8
South Dakota,2020-03-01,197100,4
Arizona,2018-01-01,204800,55
Louisiana,2021-05-01,243300,4337
Nevada,2019-07-01,232100,388
Utah,2019-03-01,286300,332
New York,2013-05-01,214600,331
New Jersey,2021-03-01,348600,1524
Nevada,2017-08-01,245500,42
Virginia,2019-06-01,359400,9623
North Carolina,2022-01-01,325000,9931
Utah,2015-08-01,200800,422
Missouri,2015-08-01,105400,74
Illinois,2016-03-01,183200,1065
Maryland,2016-01-01,162500,405
Texas,2015-10-01,161300,849
Alaska,2020-08-01,192700,136
South Dakota,2015-04-01,148000,5
Minnesota,2020-01-01,223100,553
Illinois,2016-06-01,213800,506
Vermont,2012-06-01,213800,606
Pennsylvania,2015-11-01,176800,7815
Arizona,2015-09-01,170000,55
West Virginia,2017-10-01,179600,347
Wisconsin,2015-08-01,105700,50
Louisiana,2020-08-01,176500,196
South Dakota,2017-03-01,192900,311
New Mexico,2017-05-01,348200,248
Virginia,2020-03-01,343500,10653
Texas,2017-02-01,231200,530
Alaska,2019-12-01,286500,576
Iowa,2022-03-01,256600,1369
Connecticut,2018-07-01,278300,5041
New Jersey,2012-06-01,221800,488
Louisiana,2015-09-01,187800,2695
New York,2014-06-01,220800,7092
Ohio,2015-03-01,106300,59
Kentucky,2016-11-01,130000,266
Columbia,2018-07-01,572500,902
New Hampshire,2015-11-01,190100,52
Kansas,2019-07-01,168100,21
New Mexico,2021-06-01,540400,230
Louisiana,2021-02-01,189700,53
Alabama,2016-12-01,177900,2445
Illinois,2018-05-01,232900,11063
Louisiana,2021-11-01,244200,3741
Kansas,2013-08-01,87800,44
Florida,2018-12-01,247200,326
California,2021-11-01,769300,1715
Oklahoma,2018-05-01,78200,76
Iowa,2014-08-01,157100,1243
Massachusetts,2013-04-01,300400,367
Arkansas,2018-11-01,164600,2144
Washington,2015-08-01,364700,523
Ohio,2018-07-01,146900,1373
Arkansas,2016-08-01,141000,53
Georgia,2014-12-01,159000,822
West Virginia,2021-06-01,206600,77
Mississippi,2015-06-01,99500,3
Missouri,2015-06-01,164100,6305
Minnesota,2020-08-01,291200,9314
Missouri,2016-09-01,112000,76
Maryland,2015-02-01,172700,1320
Louisiana,2017-10-01,198300,2170
New Hampshire,2016-08-01,246100,61
Maryland,2020-10-01,351500,9299
Idaho,2021-05-01,506900,34
Nebraska,2020-01-01,140700,13
Georgia,2015-07-01,163200,769
Kentucky,2021-01-01,142300,192
Alabama,2015-11-01,89000,1
South Carolina,2013-06-01,191600,2806
New Mexico,2013-12-01,221200,9
Connecticut,2015-09-01,214400,1708
Vermont,2019-06-01,239600,79
Missouri,2015-03-01,129400,319
Vermont,2019-09-01,247200,677
New Jersey,2013-03-01,227300,3518
Nevada,2021-02-01,265100,392
New Mexico,2018-07-01,352000,15
West Virginia,2021-11-01,285800,419
Texas,2019-08-01,196700,1001
Connecticut,2014-10-01,149200,98
Colorado,2018-12-01,676200,51
Alaska,2019-03-01,384500,25
South Dakota,2018-11-01,198700,364
Pennsylvania,2016-04-01,94800,208
Washington,2019-09-01,422900,10074
Arizona,2016-12-01,168300,716
Colorado,2021-06-01,597300,7022
Vermont,2019-06-01,220100,78
Indiana,2017-04-01,83600,40
New Mexico,2017-12-01,343200,170
Rhode Island,2014-05-01,203500,1053
Georgia,2013-12-01,136500,693
Arkansas,2014-02-01,148300,14
Wisconsin,2017-07-01,167700,756
Washington,2013-02-01,188800,490
Utah,2013-07-01,234900,49
South Carolina,2017-05-01,186100,313
Columbia,2014-03-01,623800,96
California,2013-10-01,410500,31325
Pennsylvania,2020-07-01,216900,505
Alabama,2015-12-01,164700,2256
Washington,2014-07-01,214100,871
Oklahoma,2014-06-01,83100,83
Alabama,2021-06-01,266300,5100
Arizona,2012-11-01,89800,502
Maryland,2013-05-01,175400,556
New York,2016-03-01,213900,330
Massachusetts,2019-03-01,420600,965
Pennsylvania,2020-03-01,222400,9277
Pennsylvania,2021-02-01,236900,7637
Kentucky,2012-06-01,151200,2338
Nebraska,2017-06-01,190900,149
Nevada,2020-07-01,174200,484
Kansas,2021-11-01,224100,58
Michigan,2015-05-01,138100,11469
Virginia,2014-10-01,253900,619
New York,2018-03-01,413200,237
Arkansas,2019-08-01,181600,2844
California,2015-03-01,465700,23280
Delaware,2020-02-01,235900,564
New Mexico,2013-01-01,195500,8
Alaska,2015-11-01,214100,72
Wisconsin,2012-06-01,116500,2135
New York,2013-11-01,219200,5016
Massachusetts,2013-05-01,319500,1323
Vermont,2013-03-01,219500,10
Virginia,2012-05-01,316500,4847
Arizona,2016-05-01,226400,10850
South Carolina,2022-01-01,333000,39
Georgia,2014-04-01,174300,9036
New Hampshire,2020-06-01,271400,75
Delaware,2013-05-01,218900,473
Delaware,2014-09-01,147400,128
Georgia,2016-01-01,192700,5734
Missouri,2016-02-01,62700,73
Connecticut,2021-02-01,365200,2341
Arizona,2012-04-01,80200,673
Ohio,2012-11-01,36800,205
New Mexico,2019-06-01,296500,13
Texas,2020-09-01,246700,850
California,2014-04-01,432300,31570
New York,2015-09-01,218200,446
Idaho,2013-12-01,139900,36
Alabama,2017-03-01,171400,3073
Nebraska,2018-01-01,136900,34
Florida,2015-12-01,200000,30070
New York,2013-08-01,119300,406
Iowa,2013-12-01,149900,917
Michigan,2015-11-01,130800,7450
Iowa,2015-08-01,136100,146
Louisiana,2012-11-01,162300,1600
Nebraska,2012-10-01,140800,1145
Louisiana,2020-08-01,294900,106
Vermont,2012-11-01,157900,40
Columbia,2018-01-01,435000,255
Minnesota,2019-11-01,294200,110
Hawaii,2022-01-01,715000,1409
Nevada,2022-03-01,257000,717
Hawaii,2019-05-01,781500,16
South Carolina,2022-01-01,313600,4855
Alabama,2020-08-01,169400,130
Nevada,2016-04-01,236700,3723
Oklahoma,2015-01-01,140800,2089
Minnesota,2012-01-01,96300,132
Georgia,2020-07-01,236000,58
Alabama,2012-08-01,164400,501
Mississippi,2019-05-01,88700,2
Oklahoma,2014-11-01,146900,2584
Nebraska,2020-10-01,233000,1794
Arizona,2018-11-01,277700,6955
Kansas,2017-01-01,107000,24
Washington,2020-12-01,338400,948
Colorado,2016-05-01,342300,432
Oregon,2014-10-01,281300,94
New Hampshire,2015-08-01,230800,2238
Nevada,2016-01-01,228200,2543
Kentucky,2020-12-01,209000,3449
Rhode Island,2015-02-01,171900,64
Connecticut,2016-08-01,256700,4915
Arizona,2018-12-01,262600,8083
Vermont,2019-11-01,253600,69
North Carolina,2017-06-01,242500,11937
Florida,2016-08-01,237900,24526
Oklahoma,2017-12-01,161600,3029
Alabama,2012-07-01,210000,119
Utah,2020-09-01,329000,721
New Jersey,2012-12-01,224100,150
Arkansas,2022-02-01,162400,54
Pennsylvania,2015-06-01,222800,8614
Kentucky,2019-10-01,147000,241
Oklahoma,2012-11-01,124700,12
South Dakota,2013-12-01,105800,8
Iowa,2019-01-01,191700,704
New Mexico,2013-03-01,292200,156
Idaho,2017-01-01,243400,28
Louisiana,2019-12-01,216000,2402
Nevada,2016-01-01,211300,3072
Rhode Island,2020-05-01,305300,741
Texas,2012-08-01,170200,19706
Hawaii,2015-12-01,550500,610
Indiana,2012-03-01,132900,41
Connecticut,2021-05-01,220300,927
New York,2014-03-01,102300,267
South Dakota,2020-06-01,230600,534
Rhode Island,2022-05-01,430600,1188
California,2013-05-01,414000,27920
Arizona,2013-09-01,159000,73
Indiana,2016-12-01,164900,64
Massachusetts,2013-11-01,319000,3799
West Virginia,2015-07-01,190900,298
Rhode Island,2017-02-01,185300,113
Louisiana,2014-05-01,162800,149
Nebraska,2017-05-01,201700,128
Rhode Island,2012-03-01,167700,806
Colorado,2022-04-01,428700,1116
Wisconsin,2018-11-01,192600,5132
Vermont,2021-12-01,325900,64
Oregon,2013-05-01,244000,80
West Virginia,2015-08-01,300000,2
Columbia,2012-07-01,385500,273
Colorado,2016-01-01,295200,192
Louisiana,2022-04-01,215900,246
Pennsylvania,2016-05-01,207600,7684
Arkansas,2018-02-01,111000,14
Kansas,2017-02-01,185100,1182
Massachusetts,2014-01-01,330000,722
Vermont,2017-08-01,172500,61
Alabama,2013-10-01,279400,170
Vermont,2016-04-01,175000,43
Alabama,2022-05-01,375300,271
Tennessee,2015-12-01,197700,6062
Arizona,2019-07-01,282200,11561
Vermont,2020-11-01,289800,27
Rhode Island,2016-06-01,193700,166
Indiana,2021-12-01,201100,282
Idaho,2016-06-01,209600,2663
New Mexico,2012-05-01,271900,156
Tennessee,2021-04-01,312900,8250
Arizona,2012-07-01,161600,7507
New York,2017-02-01,640100,1772
Washington,2019-05-01,351400,1102
Delaware,2014-01-01,187400,430
Florida,2019-10-01,255300,32412
Arizona,2017-04-01,156200,777
Columbia,2021-02-01,799000,15
Louisiana,2019-11-01,250400,82
Delaware,2015-09-01,161200,166
New Jersey,2014-10-01,260200,3805
Minnesota,2017-12-01,225900,5497
Delaware,2021-05-01,276300,938
Mississippi,2021-07-01,188000,41
Maine,2015-04-01,39900,5
New Hampshire,2017-04-01,207500,180
Hawaii,2018-08-01,497900,7
Hawaii,2015-03-01,415000,6
Connecticut,2019-01-01,178500,529
Kentucky,2012-09-01,109000,196
Kentucky,2015-07-01,100100,25
Florida,2016-02-01,217000,16809
Colorado,2017-08-01,393300,8073
Louisiana,2019-04-01,254900,133
Tennessee,2014-07-01,151700,49
Arkansas,2015-02-01,121300,24
Iowa,2017-08-01,155700,218
Oregon,2020-09-01,412100,6638
Michigan,2020-12-01,352900,6
Minnesota,2012-02-01,102100,209
Kentucky,2016-03-01,151300,2867
North Carolina,2013-03-01,187200,3370
Arkansas,2022-05-01,201500,74
Alaska,2016-08-01,270700,784
California,2014-09-01,543500,996
New Hampshire,2014-06-01,242300,1584
Nebraska,2021-09-01,209000,8
Missouri,2022-04-01,193900,411
New Jersey,2012-06-01,280600,3650
Nevada,2018-05-01,151000,518
Columbia,2020-07-01,785000,388
Ohio,2013-03-01,125200,44
Arkansas,2019-09-01,175700,2327
Delaware,2017-09-01,125300,44
Georgia,2015-01-01,169000,6222
Rhode Island,2012-07-01,168900,95
Washington,2018-07-01,427500,11803
Maine,2013-05-01,156600,343
North Carolina,2018-06-01,142900,300
Arkansas,2014-04-01,125100,10
New Jersey,2012-06-01,297000,2904
Maine,2015-05-01,142300,456
Indiana,2020-02-01,167400,203
Idaho,2022-04-01,519000,1943
West Virginia,2020-10-01,181100,86
West Virginia,2018-10-01,162000,36
Georgia,2022-05-01,391300,11804
Ohio,2015-04-01,124700,10904
Colorado,2017-01-01,237400,695
Mississippi,2017-05-01,108100,17
Nebraska,2018-06-01,206300,1937
Texas,2020-09-01,214800,1021
Massachusetts,2018-05-01,423300,1346
Washington,2020-04-01,529800,385
Texas,2019-06-01,265700,28713
Delaware,2014-06-01,210000,746
Oklahoma,2013-10-01,136800,2901
Oregon,2020-12-01,421000,5064
Ohio,2017-02-01,65800,226
Arizona,2016-04-01,157300,879
Ohio,2021-06-01,182200,1399
Columbia,2022-02-01,1250000,24
South Dakota,2019-01-01,176000,6
Virginia,2022-02-01,387400,8165
Columbia,2019-02-01,660000,89
Kentucky,2016-09-01,129500,27
Oregon,2016-10-01,300500,104
Connecticut,2021-02-01,266300,285
Oregon,2017-07-01,342200,5199
Nevada,2020-10-01,175200,554
Minnesota,2020-12-01,282900,7025
Arkansas,2020-02-01,175400,2042
Arkansas,2015-10-01,130500,19
Tennessee,2014-12-01,160000,47
New Jersey,2013-12-01,247900,272
West Virginia,2020-03-01,165000,1
Kansas,2012-05-01,73100,13
West Virginia,2019-03-01,139500,2
Mississippi,2020-09-01,159300,14
California,2015-05-01,509900,1479
Idaho,2021-12-01,386200,94
Washington,2015-09-01,296300,98
Illinois,2017-01-01,180700,799
Virginia,2019-01-01,320500,4515
Virginia,2021-04-01,415400,2566
Hawaii,2020-02-01,465100,499
New Hampshire,2014-08-01,181000,157
Oregon,2019-09-01,366500,4590
Ohio,2020-07-01,165000,1434
Pennsylvania,2020-07-01,244100,14526
Arkansas,2018-10-01,137000,24
Arizona,2021-10-01,275400,758
Massachusetts,2012-11-01,289000,441
Vermont,2018-01-01,215200,30
Missouri,2014-04-01,59200,71
Kansas,2017-11-01,96700,37
Wisconsin,2018-04-01,186300,6577
Columbia,2015-06-01,423400,402
Alaska,2020-05-01,299800,427
Vermont,2017-04-01,213200,44
Texas,2021-09-01,296600,964
Washington,2019-12-01,463300,120
California,2013-08-01,425700,26966
Indiana,2019-02-01,92900,56
Indiana,2017-09-01,73300,70
Tennessee,2013-01-01,116000,1736
Missouri,2016-12-01,156900,4802
Mississippi,2013-08-01,86600,16
Georgia,2014-12-01,190700,7454
Texas,2019-05-01,202600,1067
Alabama,2016-02-01,134200,74
Maine,2012-05-01,122600,38
West Virginia,2015-08-01,133000,41
Nebraska,2019-05-01,178500,51
Arizona,2015-04-01,204300,10195
Oregon,2019-01-01,336100,3241
Virginia,2020-11-01,379800,2130
Colorado,2015-01-01,260400,221
Minnesota,2020-06-01,290500,7043
New Mexico,2015-06-01,322500,206
Michigan,2012-04-01,97400,6189
Minnesota,2015-01-01,155400,405
Arkansas,2014-03-01,101100,10
South Carolina,2022-03-01,230100,1020
Rhode Island,2020-04-01,288800,123
Arizona,2013-02-01,94300,541
Wisconsin,2021-11-01,239000,58
Hawaii,2016-03-01,560200,642
Mississippi,2014-07-01,80600,7
Arkansas,2019-02-01,159400,36
Arizona,2014-09-01,143500,623
Hawaii,2014-06-01,365900,538
Nevada,2016-04-01,217800,49
Nebraska,2019-12-01,205600,1320
Colorado,2013-02-01,246100,4317
Arizona,2016-12-01,207400,66
Maryland,2018-05-01,191300,682
Texas,2014-11-01,165300,143
Columbia,2014-06-01,395000,373
Georgia,2013-12-01,164200,8086
New York,2014-02-01,216400,246
Nevada,2019-10-01,305400,4737
Kansas,2021-11-01,270700,2060
South Carolina,2017-10-01,215300,4489
California,2019-01-01,528600,19635
Idaho,2021-12-01,368600,37
New Mexico,2018-09-01,283300,42
Indiana,2018-07-01,174600,96
Minnesota,2019-05-01,228700,1255
Pennsylvania,2016-10-01,207100,497
New York,2014-08-01,137400,390
Ohio,2016-11-01,159900,69
Missouri,2016-04-01,107300,74
Iowa,2020-10-01,189300,279
Nevada,2017-12-01,184000,233
Indiana,2019-04-01,79900,73
Indiana,2012-02-01,106100,2157
New York,2016-08-01,573900,2436
Vermont,2016-09-01,207000,20
Ohio,2019-06-01,187700,12438
Alabama,2018-02-01,189000,2537
Vermont,2016-03-01,191700,535
Mississippi,2012-10-01,126100,892
Louisiana,2012-01-01,158600,585
Tennessee,2015-11-01,110000,34
Kentucky,2015-03-01,122700,235
Colorado,2012-06-01,256600,6816
South Dakota,2016-02-01,88000,3
Oregon,2022-03-01,440500,259
Alaska,2020-01-01,275800,372
California,2017-01-01,476800,22898
Maryland,2020-07-01,214700,693
New Mexico,2013-04-01,109900,1
Pennsylvania,2019-01-01,224800,276
Tennessee,2014-10-01,173200,5865
Ohio,2020-09-01,186300,125
Arkansas,2020-11-01,130300,87
Maryland,2020-05-01,329200,6178
Kansas,2016-12-01,109900,21
Tennessee,2012-02-01,128700,56
Texas,2018-01-01,232000,165
Maine,2013-01-01,126900,182
Mississippi,2017-06-01,65000,7
Delaware,2019-01-01,252200,341
New Jersey,2020-08-01,400000,10893
New York,2014-10-01,250300,432
Hawaii,2014-08-01,347900,558
Nebraska,2013-11-01,169500,94
New Hampshire,2016-02-01,217700,829
Illinois,2022-02-01,286600,468
Colorado,2019-08-01,695500,42
Nebraska,2014-04-01,143900,1235
Tennessee,2017-01-01,187400,162
New Mexico,2022-02-01,466500,167
Columbia,2012-07-01,795000,121
Indiana,2013-11-01,140200,50
Indiana,2021-08-01,249800,5434
Virginia,2018-07-01,351400,2286
Nevada,2018-09-01,293800,3979
Kentucky,2016-04-01,121300,54
South Carolina,2018-05-01,395000,26
New Jersey,2018-06-01,296100,1473
Missouri,2021-09-01,232200,7135
Oregon,2014-12-01,256800,86
Missouri,2013-06-01,94400,70
New York,2012-07-01,219900,5578
Minnesota,2019-11-01,266400,5167
California,2016-01-01,601800,770
Iowa,2021-02-01,218300,924
Arizona,2019-10-01,191200,681
Louisiana,2018-08-01,194000,61
Nebraska,2012-05-01,160700,45
West Virginia,2014-02-01,147100,186
West Virginia,2018-06-01,90000,1
Virginia,2014-09-01,300600,6204
Maryland,2019-11-01,309000,6487
Mississippi,2018-07-01,112200,25
New Hampshire,2016-03-01,180500,51
Oregon,2013-06-01,201200,307
Virginia,2014-09-01,308400,4224
Tennessee,2017-09-01,214600,214
Connecticut,2015-01-01,180500,1135
Idaho,2022-03-01,505600,1936
Tennessee,2017-03-01,187800,225
Nebraska,2012-02-01,88100,7
Louisiana,2022-03-01,257100,3626
Missouri,2019-10-01,151800,129
Missouri,2014-07-01,131000,367
New Hampshire,2013-12-01,159000,81
New Hampshire,2017-06-01,191300,244
Massachusetts,2019-02-01,435900,358
Iowa,2017-05-01,185100,1560
Maryland,2014-07-01,205700,1918
Nebraska,2020-05-01,145400,31
New Hampshire,2019-03-01,279800,1083
Vermont,2021-02-01,275400,430
Delaware,2015-09-01,228200,571
Oklahoma,2013-09-01,142300,3122
Kentucky,2019-08-01,178200,54
Mississippi,2014-06-01,137000,13
Alaska,2014-05-01,275700,493
Columbia,2021-04-01,514000,541
Massachusetts,2020-08-01,498300,6362
New Mexico,2021-11-01,489400,250
Missouri,2013-11-01,86700,45
Nebraska,2019-06-01,217400,143
Pennsylvania,2016-12-01,186000,9697
Georgia,2014-09-01,120600,51
Oklahoma,2021-11-01,110000,81
Vermont,2015-02-01,188600,375
Louisiana,2016-06-01,178800,172
New York,2018-09-01,394400,11662
Massachusetts,2020-12-01,555200,685
Texas,2014-11-01,194600,16630
Arizona,2019-01-01,203200,598
Oregon,2016-04-01,301400,5255
Arizona,2021-07-01,436100,90
Minnesota,2015-09-01,196800,164
Illinois,2017-11-01,201800,1025
Ohio,2018-07-01,168600,12456
Washington,2015-08-01,336100,9569
Virginia,2013-06-01,345300,1781
New Mexico,2014-01-01,304500,120
Colorado,2013-06-01,167700,937
Arkansas,2017-01-01,150400,1425
Tennessee,2020-11-01,251200,316
Colorado,2020-11-01,536400,5520
Missouri,2020-05-01,180600,78
Alabama,2018-10-01,196900,3186
South Dakota,2014-11-01,162500,4
Ohio,2021-10-01,230900,116
Hawaii,2020-09-01,777500,2
Vermont,2015-01-01,179400,278
Mississippi,2019-05-01,146200,21
Mississippi,2020-04-01,114500,6
Texas,2020-10-01,286300,28732
Texas,2015-01-01,141700,568
New York,2015-07-01,224000,423
Rhode Island,2018-02-01,234400,116
South Carolina,2014-10-01,185800,3866
Virginia,2019-01-01,308800,6419
Oklahoma,2016-12-01,105300,37
Vermont,2014-12-01,211000,15
Iowa,2018-03-01,162200,183
New Mexico,2016-11-01,280800,25
Massachusetts,2021-08-01,547200,9084
Virginia,2021-03-01,237800,79
New Mexico,2018-12-01,424000,166
New York,2013-11-01,214000,5896
South Carolina,2015-11-01,215200,2640
Kentucky,2016-01-01,125000,141
Tennessee,2015-03-01,184200,5417
Florida,2021-07-01,279000,3468
Indiana,2017-10-01,140300,255
New Hampshire,2017-08-01,270100,1989
Oregon,2017-12-01,298100,218
Hawaii,2015-05-01,1050000,3
Wisconsin,2021-04-01,217600,733
Vermont,2016-03-01,198800,423
Oregon,2020-04-01,376500,4275
Massachusetts,2021-09-01,617900,675
Alabama,2015-04-01,170200,2894
Nevada,2016-02-01,149900,239
Kentucky,2017-10-01,167100,3084
Oregon,2015-09-01,271300,5962
Delaware,2016-11-01,133800,48
Connecticut,2022-05-01,1624800,2
New York,2012-04-01,196300,3934
Arizona,2021-10-01,432500,9174
Michigan,2018-11-01,163100,1276
Maryland,2016-12-01,321900,4248
Maine,2016-04-01,170800,8
Massachusetts,2015-03-01,328500,4208
Arizona,2014-03-01,191900,8171
Idaho,2020-12-01,370100,2482
Colorado,2017-11-01,404500,5188
Columbia,2015-04-01,882500,100
Alaska,2012-11-01,326200,18
South Dakota,2014-06-01,161900,394
Georgia,2016-08-01,205900,12529
Arkansas,2017-09-01,147500,24
Maryland,2022-01-01,185600,46
Pennsylvania,2015-05-01,205100,6698
Mississippi,2019-09-01,181600,1231
West Virginia,2021-05-01,263100,430
Utah,2014-11-01,233200,249
Alabama,2014-12-01,162200,2123
North Carolina,2018-03-01,263800,31
Wisconsin,2017-02-01,107200,197
Colorado,2021-03-01,353900,1369
Ohio,2020-12-01,132600,452
Mississippi,2019-03-01,127200,22
Colorado,2016-10-01,238600,1043
Nevada,2017-09-01,267500,38
Nevada,2018-09-01,311500,3232
Louisiana,2015-10-01,134800,34
Louisiana,2020-05-01,259200,67
Illinois,2014-05-01,186100,13408
Indiana,2021-07-01,247300,5917
New Hampshire,2014-04-01,199200,1281
Florida,2017-07-01,203400,2652
Hawaii,2020-01-01,221500,2
Michigan,2015-08-01,128200,1706
Louisiana,2013-06-01,178300,2507
Washington,2015-01-01,297600,261
North Carolina,2015-02-01,80600,17
Washington,2012-11-01,172000,558
North Carolina,2013-05-01,159000,472
Vermont,2016-10-01,237700,18
Hawaii,2016-02-01,816700,3
Nebraska,2022-03-01,270300,1428
New Jersey,2013-10-01,260100,3618
Louisiana,2022-01-01,229000,133
Missouri,2017-04-01,148800,244
Kansas,2013-06-01,179700,2119
Wisconsin,2021-12-01,248500,5631
Idaho,2012-11-01,152300,1391
New Mexico,2018-07-01,394800,4
Nebraska,2016-08-01,114500,14
South Dakota,2018-01-01,198800,168
Indiana,2019-02-01,179600,2757
California,2022-04-01,889000,1762
Kansas,2019-08-01,223400,2593
Delaware,2014-08-01,132500,2
Vermont,2013-04-01,255400,42
Arkansas,2018-09-01,151500,44
Oklahoma,2016-12-01,154600,2928
