period_begin,period_end,state,property_type,median_sale_price,homes_sold
2013-04-01,2013-04-30,Hawaii,Single Family Residential,500000,548
2014-04-01,2014-04-30,Arizona,Single Family Residential,204700,7825
2021-04-01,2021-04-30,Rhode Island,All Residential,362900,1292
2012-02-01,2012-02-29,Texas,Single Family Residential,153300,11568
2016-01-01,2016-01-31,Washington,All Residential,315100,5368
2021-04-01,2021-04-30,Oklahoma,Multi-Family (2-4 Unit),191400,43
2012-05-01,2012-05-31,South Dakota,Condo/Co-op,146400,11
2020-01-01,2020-01-31,Missouri,Townhouse,128300,51
2013-11-01,2013-11-30,Louisiana,Multi-Family (2-4 Unit),135100,100
2015-10-01,2015-10-31,Pennsylvania,Townhouse,148000,2331
2012-10-01,2012-10-31,Indiana,Single Family Residential,126200,3049
2014-04-01,2014-04-30,New York,Townhouse,153400,126
2012-07-01,2012-07-31,Colorado,All Residential,247200,6181
2013-12-01,2013-12-31,Ohio,Multi-Family (2-4 Unit),55400,213
2020-04-01,2020-04-30,Minnesota,Multi-Family (2-4 Unit),321400,69
2022-04-01,2022-04-30,Ohio,All Residential,221600,12121
2016-03-01,2016-03-31,Idaho,Condo/Co-op,215500,28
2021-09-01,2021-09-30,Maine,All Residential,320700,2288
2019-02-01,2019-02-28,Utah,All Residential,328900,2821
2012-12-01,2012-12-31,Idaho,Single Family Residential,154000,1136
2015-09-01,2015-09-30,Maryland,Single Family Residential,310900,4019
2014-07-01,2014-07-31,Utah,All Residential,229400,3690
2016-04-01,2016-04-30,Idaho,All Residential,200900,2183
2019-01-01,2019-01-31,Utah,Townhouse,268700,291
2017-10-01,2017-10-31,Massachusetts,All Residential,395100,6846
2020-02-01,2020-02-29,Columbia,All Residential,585000,677
2019-10-01,2019-10-31,Maryland,Townhouse,239500,2303
2012-05-01,2012-05-31,Washington,Single Family Residential,269900,5510
2012-02-01,2012-02-29,Wisconsin,Multi-Family (2-4 Unit),49800,24
2012-06-01,2012-06-30,New Jersey,Townhouse,291600,221
2020-05-01,2020-05-31,Missouri,Condo/Co-op,153700,305
2014-04-01,2014-04-30,California,Condo/Co-op,371200,4924
2020-10-01,2020-10-31,Texas,Multi-Family (2-4 Unit),291600,283
2018-06-01,2018-06-30,Alaska,Multi-Family (2-4 Unit),364200,39
2014-08-01,2014-08-31,Utah,Multi-Family (2-4 Unit),265000,47
2016-09-01,2016-09-30,Delaware,Single Family Residential,240100,568
2012-10-01,2012-10-31,Kansas,Townhouse,119300,51
2013-11-01,2013-11-30,California,All Residential,409600,26792
2019-05-01,2019-05-31,Colorado,All Residential,433900,8585
2019-10-01,2019-10-31,New Jersey,Single Family Residential,325100,8099
2015-12-01,2015-12-31,Georgia,Townhouse,192700,838
2012-06-01,2012-06-30,Minnesota,Single Family Residential,180300,5729
2018-05-01,2018-05-31,Pennsylvania,Condo/Co-op,230400,698
2019-07-01,2019-07-31,Louisiana,Condo/Co-op,170900,161
2014-06-01,2014-06-30,Alaska,Multi-Family (2-4 Unit),319900,35
2016-12-01,2016-12-31,Kentucky,Single Family Residential,157700,2592
2014-10-01,2014-10-31,Nevada,Townhouse,134800,210
2022-04-01,2022-04-30,Iowa,Condo/Co-op,224400,221
2020-06-01,2020-06-30,Kentucky,Condo/Co-op,150200,310
2021-04-01,2021-04-30,Missouri,Multi-Family (2-4 Unit),173500,165
2020-11-01,2020-11-30,Mississippi,Condo/Co-op,166400,26
2020-03-01,2020-03-31,Minnesota,Townhouse,232800,739
2020-08-01,2020-08-31,New Jersey,Multi-Family (2-4 Unit),416000,522
2014-10-01,2014-10-31,Kansas,Condo/Co-op,89300,29
2015-01-01,2015-01-31,Colorado,Single Family Residential,322700,3025
2017-03-01,2017-03-31,Maryland,Multi-Family (2-4 Unit),132800,17
2020-02-01,2020-02-29,Massachusetts,Single Family Residential,407800,2549
2019-04-01,2019-04-30,Minnesota,Townhouse,223100,901
2012-07-01,2012-07-31,Michigan,All Residential,110400,8004
2021-01-01,2021-01-31,Oregon,Townhouse,371100,181
2021-12-01,2021-12-31,Florida,Single Family Residential,393500,29822
2021-03-01,2021-03-31,Kansas,All Residential,263500,1985
2014-04-01,2014-04-30,New Mexico,Condo/Co-op,205000,17
2020-06-01,2020-06-30,Alabama,All Residential,233700,4600
2017-02-01,2017-02-28,Nebraska,Condo/Co-op,130400,32
2013-11-01,2013-11-30,South Dakota,Condo/Co-op,122500,5
2016-10-01,2016-10-31,Hawaii,Single Family Residential,633400,599
2015-05-01,2015-05-31,Michigan,Single Family Residential,142300,9664
2016-05-01,2016-05-31,South Dakota,Condo/Co-op,125100,16
2012-03-01,2012-03-31,Maryland,Multi-Family (2-4 Unit),57000,7
2020-11-01,2020-11-30,Texas,Single Family Residential,285500,25029
2021-05-01,2021-05-31,South Dakota,Multi-Family (2-4 Unit),231500,8
2016-02-01,2016-02-29,Hawaii,All Residential,475100,986
2018-11-01,2018-11-30,Indiana,Townhouse,182600,74
2022-03-01,2022-03-31,Ohio,All Residential,211300,11198
2012-02-01,2012-02-29,Ohio,Condo/Co-op,88600,523
2020-12-01,2020-12-31,Missouri,Townhouse,153900,100
2016-03-01,2016-03-31,Idaho,All Residential,198500,1846
2018-01-01,2018-01-31,Alabama,Single Family Residential,176600,1991
2019-06-01,2019-06-30,Michigan,All Residential,193000,12148
2022-01-01,2022-01-31,Alabama,Single Family Residential,266500,2651
2016-06-01,2016-06-30,Florida,Townhouse,185300,2813
2014-01-01,2014-01-31,Rhode Island,Multi-Family (2-4 Unit),129300,88
2017-11-01,2017-11-30,Washington,Multi-Family (2-4 Unit),438600,125
2013-05-01,2013-05-31,Nevada,Multi-Family (2-4 Unit),139100,45
2017-04-01,2017-04-30,Hawaii,All Residential,502800,1306
2012-04-01,2012-04-30,Alaska,Multi-Family (2-4 Unit),339000,10
2016-12-01,2016-12-31,Texas,Townhouse,236000,599
2013-05-01,2013-05-31,Virginia,Townhouse,338800,1740
2019-05-01,2019-05-31,Iowa,Single Family Residential,213500,1295
2013-07-01,2013-07-31,Washington,All Residential,301000,8796
2017-11-01,2017-11-30,Maryland,Multi-Family (2-4 Unit),121900,10
2016-12-01,2016-12-31,Florida,Single Family Residential,239600,21948
2016-11-01,2016-11-30,Oregon,All Residential,305000,5116
2019-06-01,2019-06-30,Ohio,Townhouse,173500,134
2016-12-01,2016-12-31,Texas,All Residential,227800,22147
2016-07-01,2016-07-31,Louisiana,All Residential,198100,2765
2022-02-01,2022-02-28,Utah,Multi-Family (2-4 Unit),611300,43
2012-05-01,2012-05-31,Alaska,Condo/Co-op,180200,96
2014-04-01,2014-04-30,North Carolina,Condo/Co-op,131200,190
2015-10-01,2015-10-31,Florida,Multi-Family (2-4 Unit),167300,319
2018-10-01,2018-10-31,Washington,All Residential,411000,9873
2019-12-01,2019-12-31,California,Single Family Residential,581100,22665
2019-11-01,2019-11-30,South Dakota,Townhouse,202800,29
2021-11-01,2021-11-30,Georgia,Condo/Co-op,263500,713
2016-12-01,2016-12-31,Utah,Condo/Co-op,271500,347
2019-02-01,2019-02-28,South Carolina,Townhouse,188000,254
2014-05-01,2014-05-31,Kansas,Single Family Residential,176000,2192
2015-05-01,2015-05-31,Tennessee,Multi-Family (2-4 Unit),138200,29
2015-08-01,2015-08-31,Kansas,Multi-Family (2-4 Unit),125100,28
2016-09-01,2016-09-30,California,All Residential,492400,33525
2013-12-01,2013-12-31,South Carolina,Multi-Family (2-4 Unit),269000,16
2019-10-01,2019-10-31,Oklahoma,Multi-Family (2-4 Unit),162200,42
2019-04-01,2019-04-30,Vermont,Single Family Residential,228500,464
2016-09-01,2016-09-30,Pennsylvania,All Residential,189400,10711
2012-02-01,2012-02-29,New Jersey,Condo/Co-op,212900,246
2016-05-01,2016-05-31,Oklahoma,Condo/Co-op,79900,67
2020-07-01,2020-07-31,Hawaii,Townhouse,876800,15
2019-03-01,2019-03-31,Nebraska,Single Family Residential,201100,1126
2018-03-01,2018-03-31,Nevada,Multi-Family (2-4 Unit),302900,72
2016-09-01,2016-09-30,North Carolina,Multi-Family (2-4 Unit),167300,26
2014-06-01,2014-06-30,New Jersey,Multi-Family (2-4 Unit),253200,79
2018-05-01,2018-05-31,Missouri,All Residential,186600,6760
2021-10-01,2021-10-31,Alabama,Multi-Family (2-4 Unit),401100,18
2017-11-01,2017-11-30,Colorado,Multi-Family (2-4 Unit),581300,51
2014-01-01,2014-01-31,North Carolina,All Residential,177400,3015
2019-11-01,2019-11-30,Maryland,Single Family Residential,368600,3812
2021-07-01,2021-07-31,Colorado,All Residential,547700,9119
2016-05-01,2016-05-31,Virginia,Condo/Co-op,241600,1101
2020-08-01,2020-08-31,Kansas,All Residential,254300,2642
2012-03-01,2012-03-31,Arizona,All Residential,134500,10695
2017-09-01,2017-09-30,Colorado,Multi-Family (2-4 Unit),599500,61
2013-05-01,2013-05-31,Colorado,All Residential,269600,7909
2018-12-01,2018-12-31,Maine,Townhouse,149900,1
2022-03-01,2022-03-31,West Virginia,Townhouse,241600,71
2014-11-01,2014-11-30,Michigan,All Residential,119900,8662
2022-03-01,2022-03-31,Florida,Townhouse,336100,3420
2016-07-01,2016-07-31,Indiana,Townhouse,161500,92
2021-10-01,2021-10-31,Washington,Single Family Residential,592100,10063
2019-10-01,2019-10-31,Missouri,All Residential,185900,5775
2017-05-01,2017-05-31,Pennsylvania,Condo/Co-op,218400,750
2017-12-01,2017-12-31,New Mexico,All Residential,322600,226
2017-08-01,2017-08-31,Colorado,Condo/Co-op,266100,1267
2018-10-01,2018-10-31,Nebraska,Single Family Residential,190300,1447
2019-04-01,2019-04-30,Pennsylvania,Townhouse,185300,3138
2017-07-01,2017-07-31,Utah,All Residential,287500,4179
2017-11-01,2017-11-30,Columbia,Multi-Family (2-4 Unit),515000,18
2020-12-01,2020-12-31,New Hampshire,Townhouse,256400,177
2015-10-01,2015-10-31,West Virginia,Townhouse,129400,51
2012-01-01,2012-01-31,Maryland,Single Family Residential,275900,1950
2018-09-01,2018-09-30,Maryland,Multi-Family (2-4 Unit),184800,12
2021-09-01,2021-09-30,Washington,Multi-Family (2-4 Unit),632900,198
2016-09-01,2016-09-30,Utah,All Residential,263500,4241
2016-10-01,2016-10-31,Texas,Single Family Residential,222800,19733
2015-11-01,2015-11-30,Tennessee,Condo/Co-op,179100,129
2021-01-01,2021-01-31,New Hampshire,Multi-Family (2-4 Unit),308800,66
2014-06-01,2014-06-30,Kentucky,Multi-Family (2-4 Unit),135900,18
2015-10-01,2015-10-31,South Dakota,Multi-Family (2-4 Unit),115100,3
2021-10-01,2021-10-31,South Dakota,Townhouse,253200,70
2014-08-01,2014-08-31,New Mexico,Townhouse,197000,10
2013-11-01,2013-11-30,Oregon,Townhouse,216200,139
2015-07-01,2015-07-31,Arkansas,All Residential,152100,2448
2013-04-01,2013-04-30,Pennsylvania,Townhouse,139900,2106
2016-05-01,2016-05-31,Connecticut,Condo/Co-op,179400,697
2015-05-01,2015-05-31,Maryland,Condo/Co-op,173600,607
2012-08-01,2012-08-31,Kentucky,Townhouse,131000,31
2019-11-01,2019-11-30,New Mexico,Single Family Residential,389100,173
2015-02-01,2015-02-28,Vermont,Townhouse,212600,32
2017-02-01,2017-02-28,Washington,Condo/Co-op,288900,693
2016-03-01,2016-03-31,Maine,All Residential,125900,417
2021-10-01,2021-10-31,North Carolina,Townhouse,298100,1190
2021-05-01,2021-05-31,Maine,Multi-Family (2-4 Unit),311600,94
2020-04-01,2020-04-30,Idaho,Townhouse,277300,68
2017-02-01,2017-02-28,Illinois,All Residential,185000,8203
2017-03-01,2017-03-31,Indiana,Multi-Family (2-4 Unit),62400,68
2019-12-01,2019-12-31,Nebraska,Condo/Co-op,171400,28
2016-10-01,2016-10-31,Indiana,Single Family Residential,155200,3905
2019-02-01,2019-02-28,New Hampshire,All Residential,249000,1140
2021-06-01,2021-06-30,Missouri,Condo/Co-op,190700,131
2019-12-01,2019-12-31,Iowa,All Residential,208400,1125
2012-01-01,2012-01-31,Georgia,All Residential,95100,5917
2013-12-01,2013-12-31,Wisconsin,Condo/Co-op,141400,93
2017-02-01,2017-02-28,South Dakota,All Residential,176200,204
2012-07-01,2012-07-31,Colorado,Condo/Co-op,156100,706
2016-04-01,2016-04-30,Alabama,Townhouse,150100,99
2013-10-01,2013-10-31,South Dakota,Single Family Residential,160600,291
2015-05-01,2015-05-31,Columbia,Multi-Family (2-4 Unit),591500,18
2013-08-01,2013-08-31,Maine,All Residential,145500,511
2019-10-01,2019-10-31,Colorado,Condo/Co-op,302300,1060
2017-02-01,2017-02-28,South Dakota,Townhouse,164700,19
2017-07-01,2017-07-31,Mississippi,Condo/Co-op,105500,26
2013-04-01,2013-04-30,Wisconsin,All Residential,116600,1726
2017-11-01,2017-11-30,Maine,Single Family Residential,206600,1496
2018-03-01,2018-03-31,Idaho,Multi-Family (2-4 Unit),318000,28
2012-09-01,2012-09-30,Missouri,All Residential,123000,1348
2018-06-01,2018-06-30,Massachusetts,Multi-Family (2-4 Unit),499200,609
2015-04-01,2015-04-30,South Dakota,Townhouse,174300,36
2016-04-01,2016-04-30,Colorado,Single Family Residential,371500,5358
2021-02-01,2021-02-28,Colorado,Multi-Family (2-4 Unit),904300,45
2021-08-01,2021-08-31,Delaware,All Residential,294100,1122
2013-05-01,2013-05-31,Kentucky,Townhouse,116900,28
2014-07-01,2014-07-31,Wisconsin,Condo/Co-op,124900,125
2016-07-01,2016-07-31,Nebraska,Multi-Family (2-4 Unit),149900,14
2022-02-01,2022-02-28,Nebraska,All Residential,251100,1107
2019-07-01,2019-07-31,Washington,Multi-Family (2-4 Unit),474200,114
2019-07-01,2019-07-31,New Hampshire,Condo/Co-op,216400,262
2017-09-01,2017-09-30,Colorado,Condo/Co-op,266700,1080
2019-08-01,2019-08-31,Hawaii,Single Family Residential,659200,728
2015-06-01,2015-06-30,Maryland,Multi-Family (2-4 Unit),96000,9
2018-08-01,2018-08-31,Maryland,All Residential,306900,8476
2021-06-01,2021-06-30,Minnesota,Condo/Co-op,218200,520
2015-05-01,2015-05-31,Kansas,Multi-Family (2-4 Unit),129000,17
2017-11-01,2017-11-30,New Jersey,Multi-Family (2-4 Unit),302500,649
2017-10-01,2017-10-31,New York,All Residential,377100,13054
2020-06-01,2020-06-30,Connecticut,Townhouse,636300,8
2012-03-01,2012-03-31,Virginia,Single Family Residential,285300,3684
2012-09-01,2012-09-30,Vermont,Multi-Family (2-4 Unit),200000,12
2016-04-01,2016-04-30,Columbia,Condo/Co-op,415000,355
2022-01-01,2022-01-31,Hawaii,Condo/Co-op,541200,736
2016-10-01,2016-10-31,Maryland,All Residential,276900,6683
2015-05-01,2015-05-31,Idaho,All Residential,193700,2136
2019-07-01,2019-07-31,Massachusetts,Condo/Co-op,446800,1426
2016-10-01,2016-10-31,West Virginia,Townhouse,154200,30
2012-10-01,2012-10-31,Vermont,All Residential,190600,578
2016-09-01,2016-09-30,Pennsylvania,Condo/Co-op,202900,612
2019-09-01,2019-09-30,West Virginia,All Residential,197300,463
2014-05-01,2014-05-31,Missouri,Townhouse,95800,56
2014-01-01,2014-01-31,Delaware,Condo/Co-op,138500,27
2016-01-01,2016-01-31,Arizona,Single Family Residential,224500,5389
2013-05-01,2013-05-31,New Mexico,Single Family Residential,298200,161
2020-02-01,2020-02-29,Missouri,Multi-Family (2-4 Unit),138900,100
2019-01-01,2019-01-31,Connecticut,Single Family Residential,263600,2047
2021-02-01,2021-02-28,Alabama,All Residential,238200,3298
2021-02-01,2021-02-28,Kansas,Townhouse,207300,51
2014-11-01,2014-11-30,Maryland,Multi-Family (2-4 Unit),225000,5
2016-11-01,2016-11-30,Alabama,Multi-Family (2-4 Unit),209500,2
2015-11-01,2015-11-30,Indiana,All Residential,145000,3192
2013-12-01,2013-12-31,Missouri,Multi-Family (2-4 Unit),133200,34
2017-10-01,2017-10-31,Alabama,Multi-Family (2-4 Unit),169000,5
2014-06-01,2014-06-30,Arkansas,Multi-Family (2-4 Unit),108100,20
2018-04-01,2018-04-30,Hawaii,Townhouse,918100,16
2021-05-01,2021-05-31,New Mexico,All Residential,469400,311
2017-03-01,2017-03-31,New Jersey,Multi-Family (2-4 Unit),276700,644
2022-02-01,2022-02-28,Ohio,Single Family Residential,209000,7593
2016-02-01,2016-02-29,Ohio,Single Family Residential,121700,6817
2016-08-01,2016-08-31,Arizona,Townhouse,162400,740
2018-01-01,2018-01-31,Connecticut,Condo/Co-op,173000,560
2021-01-01,2021-01-31,Columbia,Multi-Family (2-4 Unit),985000,10
2013-09-01,2013-09-30,Nebraska,Single Family Residential,147300,1204
2013-02-01,2013-02-28,Ohio,Single Family Residential,102300,5969
2021-01-01,2021-01-31,Oklahoma,Single Family Residential,198700,2947
2012-04-01,2012-04-30,Florida,All Residential,133400,23701
2012-03-01,2012-03-31,Illinois,Single Family Residential,151000,5763
2019-02-01,2019-02-28,Delaware,Single Family Residential,249500,394
2016-07-01,2016-07-31,Oregon,Multi-Family (2-4 Unit),312900,99
2018-02-01,2018-02-28,Oregon,Condo/Co-op,284000,217
2013-10-01,2013-10-31,Iowa,Townhouse,150000,1
2018-08-01,2018-08-31,New Mexico,Condo/Co-op,235600,45
2019-08-01,2019-08-31,California,Multi-Family (2-4 Unit),776700,1038
2019-08-01,2019-08-31,Minnesota,Multi-Family (2-4 Unit),298600,172
2018-04-01,2018-04-30,Kentucky,All Residential,179500,3167
2019-09-01,2019-09-30,Pennsylvania,Condo/Co-op,206700,412
2016-10-01,2016-10-31,New Jersey,Condo/Co-op,296800,1141
2021-04-01,2021-04-30,Vermont,Condo/Co-op,298800,89
2020-10-01,2020-10-31,Michigan,Single Family Residential,213500,12009
2015-03-01,2015-03-31,New York,All Residential,206000,5088
2018-11-01,2018-11-30,Virginia,Condo/Co-op,240400,902
2019-02-01,2019-02-28,Georgia,Condo/Co-op,206500,510
2013-11-01,2013-11-30,Delaware,Townhouse,145300,97
2013-06-01,2013-06-30,Kentucky,Townhouse,136100,37
2021-02-01,2021-02-28,Arizona,Single Family Residential,369900,7802
2013-01-01,2013-01-31,New Hampshire,Townhouse,130800,57
2020-07-01,2020-07-31,West Virginia,All Residential,218100,568
2015-12-01,2015-12-31,New Hampshire,Single Family Residential,233200,1393
2019-06-01,2019-06-30,California,All Residential,589800,33961
2018-06-01,2018-06-30,South Dakota,Townhouse,192100,68
2015-09-01,2015-09-30,Ohio,All Residential,131600,12275
2013-10-01,2013-10-31,North Carolina,Condo/Co-op,125400,128
2016-02-01,2016-02-29,Kansas,Condo/Co-op,92800,16
2014-03-01,2014-03-31,California,Townhouse,449900,1261
2012-04-01,2012-04-30,Virginia,Condo/Co-op,223800,567
2019-01-01,2019-01-31,Florida,Single Family Residential,262800,15361
2020-03-01,2020-03-31,Georgia,Condo/Co-op,224400,682
2017-02-01,2017-02-28,Columbia,All Residential,515000,599
2019-05-01,2019-05-31,Ohio,Multi-Family (2-4 Unit),96000,353
2020-11-01,2020-11-30,New Jersey,All Residential,386100,12178
2016-06-01,2016-06-30,Georgia,Multi-Family (2-4 Unit),106000,56
2018-02-01,2018-02-28,Hawaii,Multi-Family (2-4 Unit),900000,1
2022-04-01,2022-04-30,Texas,Townhouse,332300,957
2012-01-01,2012-01-31,Arizona,Multi-Family (2-4 Unit),78300,70
2013-12-01,2013-12-31,Louisiana,Single Family Residential,175000,1810
2019-09-01,2019-09-30,North Carolina,Townhouse,224400,795
2013-10-01,2013-10-31,Nevada,Condo/Co-op,88900,359
2015-04-01,2015-04-30,Mississippi,Single Family Residential,150200,969
2013-09-01,2013-09-30,Alaska,Single Family Residential,266500,506
2013-11-01,2013-11-30,Columbia,Townhouse,548000,250
2020-08-01,2020-08-31,New Mexico,Townhouse,312400,15
2018-10-01,2018-10-31,Missouri,Condo/Co-op,153100,355
2021-10-01,2021-10-31,Vermont,Multi-Family (2-4 Unit),313400,37
2013-04-01,2013-04-30,Pennsylvania,Single Family Residential,190900,5603
2019-11-01,2019-11-30,Iowa,All Residential,201400,1135
2012-03-01,2012-03-31,Idaho,Single Family Residential,130400,1211
2012-07-01,2012-07-31,Vermont,Single Family Residential,222100,421
2014-08-01,2014-08-31,Idaho,Townhouse,136500,46
2015-12-01,2015-12-31,Kentucky,Multi-Family (2-4 Unit),107000,40
2020-10-01,2020-10-31,New York,Townhouse,393200,362
2012-11-01,2012-11-30,Washington,Multi-Family (2-4 Unit),310700,74
2016-08-01,2016-08-31,Pennsylvania,Townhouse,160200,2805
2012-03-01,2012-03-31,Massachusetts,Single Family Residential,277400,3091
2018-06-01,2018-06-30,Virginia,Multi-Family (2-4 Unit),201200,70
2018-01-01,2018-01-31,New Jersey,Multi-Family (2-4 Unit),316300,634
2020-06-01,2020-06-30,Georgia,Condo/Co-op,222500,648
2018-02-01,2018-02-28,South Dakota,Townhouse,177100,24
2020-11-01,2020-11-30,New Hampshire,Single Family Residential,347500,1804
2013-03-01,2013-03-31,Louisiana,Townhouse,111600,20
2015-08-01,2015-08-31,Rhode Island,Condo/Co-op,208900,154
2013-01-01,2013-01-31,Mississippi,Single Family Residential,117200,633
2013-06-01,2013-06-30,Massachusetts,Townhouse,329800,720
2016-05-01,2016-05-31,Maryland,All Residential,282200,8199
2017-01-01,2017-01-31,Columbia,Condo/Co-op,429900,265
2016-08-01,2016-08-31,Missouri,Multi-Family (2-4 Unit),113300,103
2018-12-01,2018-12-31,Oregon,Multi-Family (2-4 Unit),394800,92
2018-02-01,2018-02-28,Maryland,Townhouse,205900,1649
2016-10-01,2016-10-31,Pennsylvania,Townhouse,158500,2493
2015-07-01,2015-07-31,Georgia,Townhouse,195500,923
2019-12-01,2019-12-31,Virginia,Single Family Residential,342200,6862
2014-03-01,2014-03-31,Wisconsin,Townhouse,149900,3
2013-01-01,2013-01-31,California,Condo/Co-op,280700,3352
2021-09-01,2021-09-30,Kansas,All Residential,264100,2543
